Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Male,Black,40,Bachelors,5.3,51.8,35.9,1.9,Rural,57.9,83269,2,0
Male,Black,38,Masters,8.8,59.4,96.3,3.0,Suburban,73.3,92873,3,1
Female,Hispanic,36,Bachelors,1.4,75.6,43.2,4.6,Urban,76.2,77100,4,0
Female,White,41,High School,0.2,45.9,86.1,3.6,Urban,29.3,70872,2,0
Male,White,30,PhD,18.0,31.2,55.0,2.2,Urban,77.0,103326,2,1
Male,Hispanic,32,High School,10.2,54.1,7.8,4.7,Urban,53.0,86593,4,0
Female,White,37,Bachelors,0.1,37.9,66.6,3.2,Suburban,57.8,64021,1,0
Male,White,41,Bachelors,0.7,89.7,31.6,1.2,Urban,83.3,86743,1,0
Female,Black,39,Bachelors,0.0,40.6,56.7,1.7,Rural,6.1,58543,1,0
Female,Hispanic,30,Bachelors,3.6,40.8,35.2,1.3,Rural,65.1,67458,3,0
Female,Hispanic,26,High School,5.2,65.6,34.3,4.4,Urban,74.3,77433,3,0
Male,White,48,Bachelors,1.0,91.2,36.9,1.3,Urban,79.2,88323,1,1
Male,White,44,High School,1.8,48.4,38.9,3.8,Suburban,45.4,79685,1,0
Female,White,41,Masters,2.4,44.6,58.9,1.9,Urban,42.0,70127,1,0
Female,Black,55,Bachelors,0.3,52.6,30.9,1.8,Urban,58.8,65142,2,0
Male,White,35,Bachelors,15.3,74.4,45.4,1.4,Urban,91.6,111083,1,1
Female,White,22,Bachelors,4.6,93.6,30.8,4.2,Urban,69.4,94224,1,0
Female,Hispanic,35,PhD,5.3,77.8,23.7,2.7,Suburban,24.1,90678,4,0
Female,Asian,35,Bachelors,1.8,85.0,19.9,1.5,Suburban,67.2,87396,3,0
Female,White,30,High School,13.4,77.3,30.7,2.3,Urban,100.0,105993,2,1
Male,White,33,Bachelors,2.1,58.4,79.6,3.1,Urban,84.2,90405,1,1
Female,Black,30,Bachelors,1.4,82.4,86.0,1.7,Urban,91.5,70330,2,0
Female,White,26,High School,11.7,88.5,13.8,1.4,Suburban,85.5,86836,1,1
Female,Asian,44,High School,9.7,18.0,19.9,2.4,Suburban,4.1,78484,4,0
Female,Asian,43,Bachelors,0.0,77.3,1.2,1.0,Urban,66.7,70521,3,0
Male,Hispanic,22,High School,1.5,25.8,60.4,2.6,Rural,100.0,62202,3,0
Male,White,49,Bachelors,2.6,74.3,76.7,2.9,Suburban,100.0,87076,1,1
Male,Asian,39,Masters,3.4,81.6,25.8,3.9,Suburban,46.0,93074,4,0
Female,Asian,30,Masters,2.2,90.5,94.5,1.6,Suburban,53.4,82459,3,0
Male,Asian,24,Masters,6.0,53.9,8.4,1.4,Suburban,20.0,86277,3,0
Male,White,49,Masters,0.5,89.0,48.5,2.1,Urban,84.3,92334,3,1
Female,Asian,42,Bachelors,23.7,75.2,59.9,4.8,Urban,21.6,126441,3,1
Male,White,40,High School,1.1,62.1,29.4,1.8,Suburban,84.4,83583,3,0
Male,Black,33,Bachelors,3.3,77.8,91.0,3.9,Suburban,49.9,80761,2,0
Male,Hispanic,34,Bachelors,5.8,50.9,62.7,1.0,Urban,54.2,89812,3,0
Male,White,36,Masters,0.2,60.7,28.9,2.4,Urban,71.8,69667,2,0
Male,White,43,Masters,2.5,88.2,15.9,2.2,Urban,100.0,85021,1,0
Male,Black,41,Bachelors,5.3,39.0,4.8,2.3,Urban,74.6,73560,3,0
Male,Black,30,Bachelors,5.1,77.4,48.9,2.4,Rural,25.5,92514,2,0
Female,White,47,High School,5.2,55.4,24.2,4.7,Suburban,71.0,78718,2,0
Male,White,33,PhD,9.2,93.6,13.3,2.7,Urban,71.7,103664,1,1
Male,Asian,36,Masters,4.8,30.2,21.4,1.2,Urban,67.3,73135,4,0
Male,Asian,35,Masters,4.7,63.9,39.8,1.4,Urban,83.0,79592,3,0
Male,Hispanic,28,PhD,1.0,74.2,42.2,3.0,Suburban,60.3,77378,4,0
Female,Black,51,Masters,17.7,66.6,45.5,2.1,Urban,82.2,107563,2,1
Male,White,47,Masters,5.8,88.4,74.8,1.0,Rural,44.5,92081,3,1
Male,Hispanic,30,Bachelors,5.1,79.2,22.1,3.3,Suburban,84.8,92047,3,1
Female,White,43,Masters,5.5,70.4,0.0,2.6,Suburban,3.7,78342,1,0
Female,White,37,Bachelors,1.8,54.4,88.2,4.3,Suburban,81.5,75357,1,1
Female,White,53,Bachelors,5.1,22.7,27.3,3.2,Rural,74.2,60452,3,0
Male,Black,47,High School,1.5,80.1,66.8,3.2,Suburban,60.6,84094,1,0
Female,Black,25,Bachelors,0.4,81.2,24.4,1.3,Urban,38.2,68952,1,0
Male,Hispanic,34,High School,12.3,79.0,39.9,2.4,Urban,66.2,112144,3,1
Male,Asian,30,PhD,5.7,100.0,56.8,1.2,Urban,74.3,90998,4,1
Female,White,44,High School,10.4,54.3,62.0,1.0,Urban,92.5,99805,2,1
Male,White,38,High School,7.3,75.4,37.0,3.4,Urban,79.3,94959,4,1
Male,Hispanic,28,Masters,1.7,72.9,38.6,1.3,Suburban,72.9,83724,3,0
Female,White,52,High School,11.2,57.1,25.5,4.1,Urban,41.1,89810,1,0
Female,Hispanic,25,Bachelors,7.4,44.3,70.3,2.3,Urban,59.8,80028,3,0
Male,White,33,Bachelors,9.3,43.0,80.0,4.2,Urban,94.7,86782,4,1
Male,White,26,Masters,9.1,55.9,52.1,1.8,Urban,91.4,87251,2,1
Female,Asian,35,Masters,25.0,85.8,72.8,4.1,Rural,56.9,120781,3,1
Female,White,37,Masters,3.8,91.0,25.3,2.0,Urban,60.2,86719,2,0
Female,Asian,39,Masters,4.4,81.7,40.0,3.3,Suburban,50.3,84539,4,0
Male,White,27,PhD,12.5,45.3,32.5,1.4,Rural,97.5,98045,4,1
Female,White,30,High School,3.6,73.2,26.6,3.2,Rural,66.2,85208,4,0
Female,Asian,31,Masters,5.8,72.7,56.2,4.6,Urban,34.8,81318,4,0
Female,White,48,PhD,8.1,76.3,6.2,5.0,Rural,93.6,95216,2,1
Male,Hispanic,60,Bachelors,2.0,96.0,72.5,1.8,Urban,70.8,87357,3,0
Male,Black,30,Bachelors,0.9,46.1,53.3,4.1,Urban,95.1,75324,1,0
Female,White,33,Bachelors,8.3,88.7,85.4,4.0,Suburban,81.9,104782,1,1
Female,White,32,Bachelors,0.6,44.7,51.6,4.3,Urban,72.0,61439,3,0
Female,Asian,52,High School,1.0,93.0,78.7,4.2,Urban,58.0,80862,3,0
Female,White,26,High School,6.1,48.9,52.4,3.6,Urban,58.5,85577,2,0
Female,White,30,PhD,1.3,35.5,68.5,1.3,Suburban,64.9,67197,2,0
Female,Asian,37,Masters,0.8,56.7,61.0,4.1,Suburban,88.0,76914,4,0
Male,Hispanic,42,Bachelors,7.9,38.2,71.6,2.8,Urban,42.0,87451,3,0
Female,Asian,22,Masters,8.2,61.4,4.0,3.2,Rural,45.0,85912,3,0
Female,White,22,Masters,4.9,71.8,50.5,5.0,Suburban,46.2,92051,1,0
Male,Hispanic,31,Masters,5.7,41.2,38.5,3.1,Urban,23.9,90338,4,0
Female,White,41,Bachelors,3.7,29.8,48.6,2.1,Urban,67.7,68707,1,0
Female,White,22,High School,2.5,45.9,21.7,4.6,Urban,39.5,69193,1,0
Female,Black,33,Bachelors,25.0,62.3,24.9,3.1,Urban,59.2,110020,3,1
Female,Hispanic,35,Masters,6.1,64.5,46.9,1.0,Suburban,11.8,85394,3,0
Male,White,28,Bachelors,2.8,90.0,56.7,3.3,Urban,56.2,90582,1,1
Female,White,43,High School,5.5,86.5,86.2,1.2,Suburban,46.9,88671,1,0
Male,White,46,Bachelors,9.8,69.7,89.3,2.5,Urban,96.9,106910,1,1
Male,White,22,Bachelors,25.0,84.5,22.5,1.1,Suburban,87.0,140536,2,1
Female,Black,22,High School,12.0,89.4,89.4,2.1,Urban,72.8,100481,1,1
Female,Hispanic,30,Masters,7.2,90.5,63.3,4.2,Rural,45.5,90755,4,0
Male,White,22,Bachelors,5.5,57.3,16.1,2.1,Rural,67.5,86439,1,0
Female,White,31,Bachelors,6.3,78.4,38.2,3.7,Urban,34.5,84120,2,0
Female,White,27,Bachelors,9.6,48.1,29.4,1.3,Rural,72.1,81381,2,0
Female,Hispanic,26,Masters,5.8,77.6,45.9,4.8,Suburban,43.1,92236,3,0
Male,Hispanic,30,Bachelors,10.5,54.8,57.4,2.1,Urban,56.2,99874,3,1
Male,White,33,Bachelors,3.6,100.0,32.2,4.2,Suburban,97.2,88949,2,1
Female,White,23,Masters,7.4,88.5,66.2,2.5,Urban,24.9,92149,1,0
Female,White,23,Bachelors,0.7,79.7,26.1,5.0,Rural,71.2,77982,1,0
Male,White,22,High School,6.9,75.0,95.6,3.0,Rural,100.0,100106,1,1
Female,Asian,42,Masters,12.6,71.4,48.8,2.0,Urban,35.1,94438,3,0
Female,Hispanic,33,Bachelors,4.4,76.8,85.4,1.7,Rural,52.7,92866,3,0
Female,Asian,33,Bachelors,6.2,52.7,54.5,1.0,Urban,42.9,72313,3,0
Male,Asian,23,High School,3.3,80.7,17.4,4.0,Suburban,44.6,89248,4,0
Male,Hispanic,40,High School,1.1,84.9,21.9,2.2,Rural,56.2,76344,4,0
Male,White,29,Masters,19.9,75.3,37.1,1.0,Urban,95.4,111670,1,1
Female,Asian,55,Masters,4.8,69.5,36.2,4.1,Rural,57.5,75165,3,0
Male,White,23,High School,21.5,76.4,71.2,3.3,Urban,90.0,119057,1,1
Female,Hispanic,22,Bachelors,6.0,32.0,62.3,2.0,Urban,50.2,70938,3,0
Male,Asian,39,Masters,21.9,72.0,46.2,1.0,Suburban,88.5,118815,3,1
Male,White,41,Bachelors,4.3,80.4,79.6,1.0,Suburban,92.5,96449,3,1
Female,White,30,Bachelors,0.8,35.7,81.3,1.7,Rural,85.9,68621,2,0
Male,White,36,Bachelors,8.3,89.9,17.3,2.3,Urban,70.6,100654,1,1
Female,White,34,Bachelors,7.3,86.8,39.6,1.7,Suburban,49.0,89862,2,0
Female,Black,28,Bachelors,4.5,100.0,41.4,1.7,Suburban,46.8,86889,1,0
Female,Hispanic,31,Bachelors,1.5,71.5,0.0,1.6,Rural,68.9,68267,3,0
Female,Black,51,Masters,3.3,81.6,26.0,1.0,Urban,61.7,82070,1,0
Male,White,22,Bachelors,7.8,31.2,39.2,3.4,Rural,100.0,84475,1,1
Male,White,32,PhD,1.5,80.0,74.8,3.0,Suburban,67.6,80815,1,1
Male,Hispanic,34,Bachelors,3.2,67.4,63.6,2.0,Suburban,64.3,79033,3,0
Female,White,44,PhD,2.4,37.9,65.5,2.0,Urban,75.7,75457,1,0
Female,Hispanic,39,High School,0.4,37.2,59.4,2.2,Urban,38.6,61337,4,0
Male,Black,23,Bachelors,0.7,57.5,54.3,1.0,Suburban,34.0,70101,1,0
Female,Black,32,High School,0.6,89.3,43.2,3.7,Suburban,84.5,76195,2,0
Male,Asian,35,Masters,9.5,25.1,25.3,3.3,Suburban,89.8,78616,3,1
Male,Asian,39,High School,2.4,48.6,55.8,1.5,Rural,81.3,70260,3,0
Female,Hispanic,22,Bachelors,21.1,43.5,74.4,1.6,Suburban,68.4,99933,4,1
Male,Hispanic,22,Bachelors,2.0,100.0,19.8,1.0,Suburban,88.2,83839,3,0
Male,White,42,Bachelors,4.1,65.3,61.1,3.5,Rural,35.3,79295,2,0
Female,White,42,Masters,10.7,88.0,56.5,2.1,Suburban,78.7,102049,1,1
Female,Hispanic,43,PhD,0.6,100.0,76.0,1.3,Urban,65.8,80446,4,0
Female,Hispanic,25,Masters,4.3,53.5,50.3,2.4,Urban,43.3,71222,3,0
Female,Hispanic,28,High School,3.1,83.5,64.5,3.7,Urban,57.2,87842,4,0
Female,Black,36,Masters,1.1,72.1,50.6,2.4,Rural,55.0,72496,1,0
Male,Black,28,Bachelors,0.2,57.7,31.5,2.8,Urban,21.9,69654,1,0
Male,Hispanic,28,High School,1.1,59.5,61.5,3.0,Suburban,62.5,74216,3,0
Female,Hispanic,23,Masters,0.6,72.4,7.2,1.8,Rural,81.4,70580,3,0
Female,Hispanic,22,Masters,3.6,27.8,80.5,3.9,Urban,63.6,61487,3,0
Female,Hispanic,47,High School,13.2,59.1,10.1,1.0,Suburban,54.8,91780,3,0
Female,White,26,High School,1.0,86.0,67.2,2.7,Rural,59.6,75937,2,0
Male,White,34,Bachelors,16.8,64.0,26.2,5.0,Suburban,100.0,101154,1,1
Female,White,48,Masters,2.4,73.5,54.0,2.5,Urban,58.9,94056,2,0
Male,White,27,Masters,0.9,38.8,39.3,3.3,Suburban,92.7,77448,4,0
Female,White,44,Bachelors,8.3,70.1,51.2,3.4,Rural,90.2,89165,1,1
Male,Asian,32,Bachelors,6.3,91.4,25.8,2.6,Urban,75.4,86067,3,0
Female,White,48,Masters,17.0,59.4,21.5,4.7,Rural,100.0,112368,3,1
Female,Hispanic,35,PhD,2.0,99.8,21.0,5.0,Urban,64.3,80576,3,0
Female,White,49,High School,3.6,89.0,44.4,3.5,Suburban,80.6,87966,1,1
Male,Black,36,High School,5.0,68.2,3.7,1.5,Urban,65.1,83420,1,0
Female,Black,41,Masters,10.7,65.2,51.4,2.3,Urban,0.0,91447,3,0
Male,Asian,43,High School,8.3,92.4,45.8,3.1,Urban,44.5,99727,4,1
Male,White,52,High School,16.3,38.3,5.0,1.2,Suburban,100.0,110376,1,1
Male,Hispanic,26,Bachelors,1.1,63.0,41.6,3.9,Suburban,49.3,79999,3,0
Female,Asian,35,Masters,3.4,69.5,67.0,1.5,Urban,54.1,79815,3,0
Male,Black,45,High School,0.2,83.2,51.1,2.5,Suburban,42.2,75802,2,0
Male,White,43,Masters,10.0,67.6,19.4,2.5,Suburban,62.3,95559,2,1
Male,White,35,High School,3.6,94.1,50.6,3.2,Suburban,88.8,90351,1,1
Female,White,39,Masters,0.1,100.0,39.7,2.2,Urban,30.3,88760,1,0
Male,Asian,46,Masters,0.5,95.5,38.4,2.3,Suburban,44.9,82745,3,0
Female,White,50,Masters,5.3,87.3,36.6,4.4,Rural,21.7,84710,2,0
Female,Black,52,High School,2.8,11.3,76.9,2.0,Suburban,61.4,62637,1,0
Female,White,31,High School,4.0,65.4,56.7,2.3,Suburban,97.2,73435,1,1
Female,White,22,PhD,3.3,60.9,30.4,2.4,Urban,28.3,75275,1,0
Female,Black,49,Bachelors,6.9,52.2,65.8,1.0,Rural,54.0,84715,3,0
Male,Asian,45,PhD,0.9,78.7,41.8,1.1,Rural,83.7,81565,3,0
Female,White,22,Bachelors,6.3,87.5,83.2,2.1,Urban,64.5,94555,1,1
Female,Asian,39,High School,16.6,41.0,40.1,1.9,Rural,48.3,105071,3,0
Male,White,46,Bachelors,12.5,76.5,43.6,2.4,Urban,100.0,103974,1,1
Female,White,32,High School,0.3,12.7,63.5,1.5,Rural,67.5,58288,2,0
Female,Asian,32,High School,5.5,43.2,62.1,1.0,Suburban,63.1,77350,3,0
Female,Hispanic,36,Bachelors,1.1,55.8,39.2,1.0,Suburban,0.8,71377,3,0
Male,White,39,Bachelors,0.4,61.5,75.1,1.5,Urban,73.9,81951,1,0
Female,Black,34,Bachelors,6.8,77.1,26.4,2.6,Urban,41.1,82591,1,0
Female,Black,38,PhD,3.7,38.8,48.0,4.0,Urban,79.3,71429,4,0
Female,White,54,Masters,4.3,75.5,44.7,2.4,Urban,66.2,83239,1,0
Female,White,57,High School,0.8,50.0,35.4,1.0,Suburban,93.6,73628,1,0
Female,Hispanic,22,High School,11.6,58.4,8.4,1.1,Rural,45.4,89197,3,0
Male,Black,39,Masters,0.5,100.0,98.2,1.0,Suburban,12.1,84608,1,0
Female,White,28,High School,11.2,70.6,50.4,3.1,Suburban,48.9,95077,1,1
Male,White,37,Bachelors,13.9,48.2,75.4,1.9,Urban,53.7,100498,3,1
Female,Black,23,Masters,0.8,75.5,40.0,3.9,Rural,56.2,76090,1,0
Male,Hispanic,36,Masters,0.4,87.6,92.0,1.7,Urban,20.5,79098,3,0
Male,Asian,35,Bachelors,0.9,91.4,21.0,1.2,Urban,56.8,84981,3,0
Female,Black,31,High School,3.1,51.9,52.2,2.5,Suburban,14.6,72494,1,0
Female,White,43,Masters,3.8,100.0,44.0,4.4,Urban,29.1,89477,2,0
Male,Hispanic,30,Bachelors,6.8,77.8,36.0,1.7,Rural,46.7,85986,4,0
Female,Black,41,PhD,0.7,48.3,15.6,3.4,Rural,45.6,56674,2,0
Male,White,59,Bachelors,5.0,43.9,82.8,2.4,Rural,52.9,78694,1,1
Male,Asian,24,Bachelors,14.2,100.0,0.0,1.1,Urban,77.8,101073,3,1
Male,White,34,Masters,5.7,45.4,27.0,2.6,Suburban,40.5,86901,1,0
Female,Hispanic,46,Masters,0.0,62.5,40.1,1.0,Rural,20.2,65459,3,0
Female,Asian,39,Bachelors,5.6,59.8,1.3,2.7,Urban,60.8,82290,3,0
Female,Black,38,Masters,11.0,73.9,8.0,1.7,Rural,34.1,85999,2,0
Female,Asian,29,High School,13.7,70.7,38.9,1.5,Urban,71.6,99910,3,1
Female,White,27,High School,4.2,91.1,36.1,3.6,Urban,80.7,95266,1,0
Female,Hispanic,40,Masters,0.8,92.7,48.6,2.9,Suburban,23.6,81966,3,0
Female,White,22,Bachelors,7.6,76.3,83.6,1.0,Urban,62.4,92543,1,1
Male,White,28,Masters,0.4,100.0,57.0,3.5,Urban,76.1,95032,1,1
Female,Black,32,Bachelors,0.9,96.1,48.6,1.1,Urban,41.0,79530,1,0
Female,Asian,34,Masters,12.0,68.3,11.3,5.0,Rural,70.2,84991,3,0
Female,White,39,Bachelors,2.1,61.3,46.5,1.5,Urban,95.1,90806,2,0
Male,Hispanic,39,Bachelors,6.1,17.6,47.6,3.7,Rural,85.7,75481,3,0
Female,Black,51,Masters,15.4,47.6,21.9,2.9,Suburban,30.7,92290,4,0
Female,Asian,48,Masters,0.6,54.5,37.8,2.3,Suburban,66.6,70887,3,0
Male,Black,38,Masters,12.4,82.4,33.4,2.1,Urban,50.6,102158,1,1
Male,White,33,High School,4.6,96.5,7.2,5.0,Suburban,74.2,100155,2,1
Male,Black,22,High School,4.3,36.0,46.5,1.0,Suburban,74.9,74014,2,0
Female,Hispanic,25,Bachelors,0.6,80.3,85.9,1.4,Rural,78.2,69751,3,0
Male,White,40,Masters,3.7,87.4,68.0,2.6,Urban,71.2,86383,4,1
Female,Hispanic,37,Masters,1.3,75.7,39.5,3.8,Suburban,31.3,65916,4,0
Male,White,36,High School,1.9,67.8,55.5,1.9,Rural,66.5,86269,1,0
Female,Hispanic,42,High School,0.1,31.7,61.4,1.3,Urban,85.9,57904,4,0
Female,Asian,36,High School,10.3,67.8,47.9,2.3,Suburban,33.9,97297,3,0
Female,Asian,36,Masters,0.1,51.8,36.3,1.3,Urban,63.1,64999,3,0
Female,Black,58,High School,1.2,69.8,98.3,1.0,Urban,85.2,73810,1,0
Female,Asian,23,Masters,0.9,91.1,6.0,3.7,Suburban,58.2,81009,3,0
Male,White,46,Bachelors,2.7,93.0,43.4,2.1,Suburban,93.6,88602,2,1
Female,Black,42,Masters,2.4,75.9,48.4,4.1,Rural,41.5,73577,3,0
Female,Black,53,Bachelors,0.7,59.6,48.2,4.4,Rural,88.1,67510,2,0
Male,Hispanic,31,High School,7.3,59.5,65.7,1.0,Rural,57.6,81767,3,0
Male,Hispanic,28,High School,7.3,59.5,48.7,3.6,Rural,53.1,81943,3,0
Female,Hispanic,31,Masters,4.4,83.0,54.4,1.8,Rural,80.2,90878,3,0
Male,Hispanic,36,Bachelors,1.1,61.3,72.7,1.5,Suburban,77.1,77934,4,0
Male,Black,42,Bachelors,5.4,100.0,65.5,1.0,Urban,89.0,96657,1,1
Male,White,44,PhD,12.4,57.0,36.4,1.9,Urban,100.0,97705,1,1
Male,Asian,42,Masters,4.1,86.0,34.8,5.0,Urban,65.2,84970,3,1
Female,White,36,High School,2.6,91.8,79.9,2.3,Urban,48.6,87934,2,0
Male,Hispanic,30,Bachelors,16.9,84.0,14.3,2.6,Suburban,39.4,110562,4,1
Male,Hispanic,22,Bachelors,1.3,45.7,14.7,2.9,Suburban,76.1,69008,3,0
Male,White,33,High School,25.0,90.2,58.7,1.4,Suburban,40.8,139013,2,1
Female,Asian,22,Bachelors,1.2,45.2,66.6,4.0,Rural,40.7,67516,3,0
Male,Black,42,High School,11.5,38.4,35.2,1.0,Urban,42.2,88383,1,0
Female,Hispanic,34,Bachelors,1.3,80.0,74.4,2.0,Suburban,22.9,78602,3,0
Male,Hispanic,25,Bachelors,5.6,62.0,53.0,3.6,Rural,85.1,85699,3,1
Male,Asian,24,Bachelors,12.1,89.3,0.0,1.6,Suburban,47.9,112383,3,1
Female,White,44,Bachelors,0.9,66.8,43.2,1.9,Urban,100.0,76638,2,0
Female,Asian,36,High School,9.0,71.6,18.8,1.6,Suburban,31.4,85129,3,0
Female,White,42,Bachelors,7.5,63.7,52.5,1.5,Urban,53.0,81454,1,0
Female,Black,30,Masters,6.3,27.8,64.1,2.7,Rural,70.7,71719,1,0
Male,White,31,Bachelors,15.1,29.4,40.9,1.0,Rural,96.7,100512,1,1
Female,White,29,Bachelors,2.9,83.6,16.5,3.0,Urban,45.2,85691,1,0
Female,Hispanic,29,Masters,2.1,95.1,91.3,1.0,Urban,40.3,81541,3,0
Female,Hispanic,46,Bachelors,5.7,87.3,29.8,2.9,Urban,52.5,95868,3,0
Female,White,42,High School,1.0,78.9,56.2,5.0,Rural,37.0,79833,2,0
Male,Black,38,Bachelors,0.4,31.6,79.0,2.0,Rural,73.4,63326,3,0
Female,White,34,Masters,10.7,100.0,1.9,3.3,Suburban,92.0,104373,1,1
Female,White,32,Masters,0.8,43.8,82.8,2.4,Rural,41.2,65927,1,0
Female,Asian,36,High School,10.3,52.5,59.1,4.4,Rural,28.7,84100,3,0
Male,White,28,High School,4.9,80.9,34.0,3.2,Suburban,100.0,93725,1,1
Female,Hispanic,22,High School,1.1,100.0,22.1,2.5,Urban,48.9,80977,3,0
Female,Asian,26,High School,0.4,63.5,38.1,2.1,Urban,40.4,70433,3,0
Female,Black,44,Masters,10.3,70.3,22.3,2.5,Suburban,23.4,88704,1,0
Male,Black,34,Bachelors,2.9,87.4,47.6,4.2,Urban,84.6,84952,4,1
Female,Black,40,Masters,9.2,40.5,98.7,1.0,Urban,50.3,81290,1,0
Male,Black,31,Masters,1.3,51.0,24.1,1.6,Urban,54.3,67259,1,0
Female,White,35,Masters,4.0,67.6,38.4,2.5,Urban,55.2,85052,1,0
Male,White,30,PhD,7.7,74.9,52.8,2.4,Urban,89.2,89364,2,1
Female,White,38,High School,5.4,78.6,10.5,2.8,Suburban,86.0,82032,2,0
Male,White,46,Bachelors,1.8,64.7,47.7,3.8,Urban,75.1,80581,4,0
Male,White,47,PhD,1.8,48.3,66.9,3.1,Urban,55.8,72767,1,0
Male,White,22,Bachelors,0.3,81.6,22.1,1.0,Rural,71.8,85445,1,0
Female,White,39,Bachelors,0.4,94.9,75.1,1.3,Suburban,59.7,72442,1,0
Female,Black,22,Bachelors,1.3,85.9,44.0,2.8,Rural,64.8,70068,1,0
Female,White,35,Bachelors,1.1,61.8,49.8,1.3,Urban,36.6,71693,1,0
Female,Black,30,High School,2.4,72.4,27.0,1.9,Urban,24.4,81068,1,0
Male,White,39,High School,16.1,72.6,23.7,1.9,Urban,96.0,110258,1,1
