Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Female,White,46,Bachelors,3.0,60.9,35.3,3.7,Urban,64.5,80513,1,0
Female,Hispanic,23,Bachelors,5.6,41.4,31.6,1.0,Urban,18.6,71457,4,0
Male,Asian,51,Bachelors,12.4,71.9,21.7,2.4,Suburban,90.8,98454,3,1
Female,Black,50,Masters,0.8,61.8,44.9,3.9,Suburban,94.2,72356,1,0
Male,White,42,Bachelors,4.0,87.1,69.4,2.4,Suburban,23.9,86436,2,1
Male,White,52,High School,3.5,84.6,17.0,5.0,Urban,63.2,87606,1,0
Male,Black,22,High School,6.3,68.4,47.6,1.0,Suburban,48.9,87492,1,0
Male,Black,29,Bachelors,1.6,47.1,38.9,2.7,Urban,38.0,75944,1,0
Male,White,27,PhD,6.7,100.0,55.1,3.1,Urban,83.5,99357,2,1
Male,Black,42,Bachelors,11.3,32.1,44.2,3.9,Urban,62.4,90121,1,0
Female,Asian,24,Masters,2.8,55.9,36.2,1.0,Urban,94.3,78279,3,0
Male,White,42,Masters,16.0,71.7,13.6,1.0,Suburban,62.5,108926,1,1
Male,White,48,Bachelors,25.0,78.8,27.2,1.3,Urban,55.6,147769,2,1
Male,Asian,41,High School,0.7,46.7,20.4,4.2,Suburban,92.2,77515,3,0
Male,White,37,High School,1.8,74.0,70.8,2.4,Urban,100.0,85069,2,1
Female,White,25,Masters,16.5,25.9,25.1,4.3,Rural,64.6,92905,1,1
Male,White,26,High School,21.0,100.0,54.3,2.1,Urban,33.8,127172,2,1
Female,White,47,Bachelors,0.6,49.2,54.7,1.3,Urban,48.6,77208,2,0
Female,Asian,42,Bachelors,0.1,90.2,89.2,1.1,Suburban,43.6,78273,3,0
Male,Black,34,Masters,0.9,28.5,72.5,1.9,Urban,100.0,58267,2,0
Male,White,30,High School,25.0,23.7,49.7,3.6,Urban,54.8,106537,1,1
Female,Asian,22,Bachelors,1.0,97.8,26.3,1.2,Urban,80.8,81988,4,0
Female,Asian,24,Bachelors,3.7,33.8,46.1,4.4,Suburban,53.8,68153,3,0
Female,Asian,54,Bachelors,9.9,87.3,46.5,1.3,Urban,72.0,91405,4,0
Female,White,22,Masters,0.1,86.0,22.7,3.2,Urban,54.2,71444,1,0
Male,White,36,High School,6.1,40.0,34.6,3.3,Urban,59.1,72428,3,1
Male,Hispanic,45,Masters,1.8,90.2,53.2,1.4,Urban,82.6,81768,3,0
Male,Asian,22,Masters,12.5,77.8,0.0,1.3,Rural,60.3,101499,3,0
Female,White,36,Bachelors,1.8,94.1,36.1,1.0,Urban,71.2,88366,2,0
Female,White,44,Masters,6.4,60.7,82.0,1.2,Suburban,24.2,83322,3,0
Male,White,35,Bachelors,7.4,47.3,68.2,3.7,Urban,65.6,92302,3,1
Male,Hispanic,63,High School,1.4,68.4,51.0,4.9,Urban,31.6,81244,3,0
Male,Black,22,Masters,0.2,96.2,66.1,3.3,Rural,45.0,86796,1,0
Male,White,45,Bachelors,3.5,68.1,18.6,2.9,Urban,26.9,90286,2,0
Female,White,33,Masters,1.9,100.0,55.4,1.3,Urban,66.6,79821,2,0
Female,Black,42,Bachelors,7.4,77.0,30.7,1.2,Suburban,37.7,85315,1,0
Female,Asian,39,PhD,8.5,100.0,69.6,3.5,Urban,44.1,108925,3,0
Male,White,27,Bachelors,4.0,100.0,49.8,2.7,Suburban,89.3,86530,1,1
Male,Asian,37,High School,5.9,95.2,84.8,2.6,Suburban,35.5,93814,3,0
Female,Hispanic,22,Bachelors,4.2,77.2,9.3,3.1,Urban,53.1,83879,3,0
Female,White,41,Masters,9.7,37.3,30.9,1.8,Suburban,80.4,74124,3,0
Male,Black,37,Masters,3.0,100.0,74.6,1.0,Urban,96.2,87213,1,1
Female,White,41,Bachelors,1.8,49.4,46.3,3.5,Urban,35.8,81354,1,0
Male,Asian,45,Masters,1.9,66.1,47.3,2.2,Suburban,42.9,79566,3,0
Male,Black,38,Bachelors,4.1,53.5,68.5,3.1,Rural,100.0,76483,1,0
Male,Black,36,Bachelors,3.2,50.6,46.9,1.6,Suburban,43.6,77685,1,0
Male,Asian,26,Masters,3.7,53.5,14.3,1.6,Rural,46.1,75467,3,0
Male,White,27,Masters,0.6,79.7,32.0,1.5,Urban,100.0,91724,1,0
Male,Hispanic,46,Masters,6.8,51.4,21.0,3.2,Urban,96.0,79174,4,0
Female,Black,49,Masters,1.1,66.0,73.2,1.6,Suburban,76.2,69349,2,0
Male,White,32,High School,1.4,82.4,75.3,2.7,Suburban,43.6,78155,1,0
Male,Black,35,Masters,2.9,31.1,26.9,1.8,Urban,92.4,68599,2,0
Female,Asian,25,Bachelors,1.4,98.4,25.1,2.0,Urban,100.0,81362,3,0
Male,White,46,High School,5.8,55.8,80.0,1.5,Suburban,83.0,92296,3,1
Male,Asian,41,Bachelors,2.9,62.1,38.5,1.4,Suburban,91.2,74394,4,0
Female,Hispanic,54,Bachelors,2.7,76.8,62.1,1.0,Urban,60.6,80826,4,0
Male,White,26,Bachelors,5.1,48.3,45.8,1.9,Suburban,85.3,83079,4,0
Male,Hispanic,31,Bachelors,1.2,51.1,49.0,2.4,Suburban,77.5,63314,3,0
Male,White,37,High School,1.1,67.2,60.2,1.5,Suburban,96.4,76769,1,1
Male,White,41,Bachelors,14.0,77.2,100.0,1.4,Suburban,96.3,105368,3,1
Female,White,32,Bachelors,3.1,58.2,25.8,1.4,Urban,76.0,85136,2,0
Female,Asian,26,Bachelors,2.8,63.1,87.1,1.0,Urban,21.4,77228,3,0
Female,Black,43,Bachelors,0.2,22.8,91.1,4.9,Suburban,68.0,57886,3,0
Female,White,42,Masters,3.8,51.0,54.4,1.3,Rural,69.6,54399,1,0
Female,White,25,Masters,4.4,52.3,60.8,2.1,Urban,50.3,68049,1,0
Male,Black,48,Masters,4.4,89.7,42.6,1.0,Suburban,39.7,94385,1,0
Female,White,46,Bachelors,6.8,54.1,66.5,2.6,Suburban,87.9,86645,1,0
Male,Asian,36,Masters,1.2,72.6,17.3,3.9,Urban,67.6,75531,3,0
Female,Asian,35,High School,1.5,74.9,55.9,2.5,Rural,57.7,75667,3,0
Female,Black,40,High School,7.5,48.1,65.2,3.4,Urban,40.8,79185,1,0
Male,Hispanic,26,Bachelors,15.9,48.7,63.0,1.0,Suburban,92.9,102207,4,1
Male,White,35,Masters,1.0,70.2,44.7,1.4,Suburban,87.9,79143,2,1
Male,Hispanic,22,Bachelors,3.7,88.5,5.1,1.2,Suburban,74.0,93072,3,0
Male,Black,43,High School,1.3,72.2,91.6,1.0,Suburban,53.5,84797,3,0
Female,Black,22,High School,0.3,82.5,64.9,1.1,Urban,47.1,70518,2,0
Female,White,50,Masters,2.2,100.0,50.6,1.3,Urban,19.5,81360,2,0
Male,Asian,31,Masters,1.0,67.8,43.8,2.6,Urban,77.1,73311,3,0
Male,White,32,Bachelors,8.2,73.1,97.7,2.9,Urban,57.7,96504,4,1
Male,White,28,Bachelors,5.0,81.2,38.4,1.0,Suburban,91.3,94200,1,1
Male,White,32,Bachelors,1.0,46.5,53.3,1.4,Urban,88.9,77955,1,0
Male,Black,49,Masters,0.1,76.7,45.6,1.9,Suburban,72.5,82956,2,0
Male,Black,22,Bachelors,8.9,61.8,60.4,1.9,Rural,44.2,93174,2,0
Female,Asian,47,Masters,1.0,69.3,54.0,1.4,Urban,46.5,73964,3,0
Male,Asian,38,Bachelors,5.9,71.9,78.8,1.0,Urban,100.0,96554,3,1
Male,White,22,Masters,2.7,79.6,66.4,1.9,Urban,100.0,87330,1,1
Female,Asian,24,High School,4.6,63.0,32.4,1.0,Suburban,98.2,81108,3,0
Male,White,51,Bachelors,2.5,86.0,28.8,4.2,Urban,49.1,90415,1,0
Female,Asian,25,Bachelors,0.5,45.1,39.0,1.1,Urban,100.0,63615,3,0
Female,Asian,23,Bachelors,1.3,70.3,59.2,1.6,Suburban,68.7,72915,3,0
Male,Black,46,High School,1.1,70.8,43.1,2.1,Urban,54.5,85094,4,0
Male,Asian,38,Masters,3.5,82.1,33.9,5.0,Urban,60.5,86226,4,1
Male,White,25,Bachelors,7.1,50.5,71.8,2.4,Urban,40.9,85555,1,0
Male,White,37,Masters,2.0,100.0,79.2,1.2,Urban,66.5,88357,1,1
Male,Asian,24,Masters,0.1,52.7,8.2,1.0,Urban,82.9,73068,3,0
Female,White,46,Bachelors,4.0,95.9,2.9,1.9,Suburban,35.6,87252,1,0
Male,White,45,Masters,6.1,76.5,60.1,1.1,Suburban,40.4,94882,2,0
Male,White,40,Masters,21.7,73.4,24.1,2.3,Urban,100.0,124372,2,1
Male,Asian,38,Bachelors,5.6,63.1,26.3,1.9,Urban,57.0,83021,3,0
Female,White,52,Masters,3.5,95.6,61.2,1.4,Suburban,57.6,81713,1,0
Male,White,34,Bachelors,5.6,44.3,76.5,1.2,Rural,45.6,77397,2,0
Male,Asian,23,Bachelors,16.6,90.8,73.8,3.1,Urban,57.8,111004,4,1
Male,Asian,39,Masters,11.1,40.4,38.4,2.5,Suburban,27.3,84319,3,0
Female,White,55,Bachelors,2.1,85.0,69.0,2.6,Urban,71.2,85067,1,0
Male,White,24,Bachelors,1.8,77.0,29.5,1.2,Urban,46.0,95308,1,0
Female,White,31,Bachelors,1.7,47.2,40.1,2.6,Urban,81.0,67944,1,0
Female,White,39,Masters,3.9,31.8,55.4,1.4,Urban,75.3,68337,1,0
Male,White,34,PhD,9.0,47.0,20.6,1.5,Urban,83.2,87164,3,1
Female,Asian,25,Bachelors,3.7,45.3,58.1,2.8,Urban,37.5,75235,3,0
Male,Black,46,Masters,0.4,100.0,80.4,2.5,Suburban,68.8,87890,2,1
Female,Black,58,PhD,5.8,71.4,32.0,1.0,Urban,55.1,82898,3,0
Female,White,36,High School,9.0,43.4,42.3,3.3,Rural,42.0,77991,1,0
Male,Asian,25,Bachelors,2.2,100.0,62.6,3.1,Rural,62.6,84468,4,0
Male,White,22,Masters,7.2,87.9,81.8,1.2,Urban,77.5,99639,1,1
Female,Hispanic,37,Masters,2.5,52.3,59.6,3.8,Urban,41.7,71807,4,0
Male,Black,46,Masters,11.9,53.1,90.4,1.6,Urban,96.7,94589,1,1
Male,White,39,Bachelors,12.3,63.7,36.7,2.6,Suburban,92.4,105072,1,1
Male,Black,34,High School,4.0,67.7,54.1,2.0,Rural,52.8,77246,1,0
Male,White,29,Bachelors,7.8,41.6,30.0,1.9,Urban,66.0,87523,2,0
Female,Black,24,Bachelors,9.7,78.0,35.8,2.7,Suburban,63.8,93976,1,0
Male,White,43,Bachelors,4.5,81.9,75.5,1.0,Suburban,100.0,86830,2,1
Male,White,44,Masters,2.5,78.1,50.8,1.7,Urban,93.2,83377,1,1
Male,Asian,22,High School,8.8,49.3,77.8,4.4,Urban,82.7,90922,3,1
Female,White,50,Masters,1.4,66.6,65.5,3.3,Rural,49.8,70016,1,0
Male,Asian,40,Bachelors,3.1,69.3,82.2,1.7,Urban,72.7,94301,3,0
Female,White,48,Bachelors,11.0,48.3,54.1,1.7,Suburban,0.0,92356,2,0
Male,Black,22,High School,7.0,23.8,85.6,2.8,Urban,50.0,75777,2,0
Female,Black,22,Bachelors,2.3,93.6,81.9,1.0,Urban,18.1,81469,1,0
Male,Black,33,High School,1.3,73.5,44.2,1.8,Urban,64.0,83604,2,0
Male,White,40,PhD,2.9,77.5,43.0,1.0,Urban,45.7,85011,1,0
Male,White,52,Masters,2.2,100.0,51.0,2.8,Suburban,93.0,90560,1,1
Female,White,42,Bachelors,1.1,63.1,18.8,1.0,Urban,42.9,81317,1,0
Female,White,32,Bachelors,7.5,62.6,69.5,2.6,Urban,78.5,84379,1,0
Male,Black,24,PhD,1.6,46.1,74.8,3.1,Rural,79.1,72662,3,0
Female,Hispanic,47,Bachelors,2.7,49.7,47.9,1.8,Rural,44.6,66556,4,0
Female,Asian,25,High School,2.6,82.2,37.7,1.7,Urban,100.0,81071,3,0
Male,Asian,51,Bachelors,25.0,80.3,32.1,1.0,Urban,21.6,132000,3,1
Male,Asian,32,PhD,3.1,62.4,50.6,1.2,Urban,99.4,88378,4,0
Male,Black,50,High School,0.5,100.0,13.6,1.8,Urban,30.9,81214,1,0
Male,White,41,Bachelors,0.6,100.0,68.6,2.6,Urban,26.0,82003,3,0
Female,Hispanic,33,PhD,4.0,62.9,30.4,1.0,Urban,46.1,75589,3,0
Female,Black,29,High School,4.1,81.0,79.3,2.4,Suburban,48.6,79448,2,0
Female,Black,31,High School,2.4,56.7,41.8,3.3,Urban,45.4,71826,1,0
Male,White,39,Bachelors,3.7,60.5,51.8,2.4,Suburban,85.9,86210,3,1
Male,White,35,Masters,0.4,47.8,24.8,1.0,Suburban,100.0,84388,2,0
Female,White,29,Bachelors,4.0,75.1,83.7,3.2,Suburban,89.8,81273,1,1
Female,Asian,33,PhD,3.7,88.6,73.4,2.8,Urban,84.1,72894,3,0
Female,Black,35,Masters,0.7,56.3,56.0,4.8,Suburban,23.5,67170,4,0
Female,White,22,High School,0.6,66.5,72.7,1.3,Suburban,71.2,75900,1,0
Female,Hispanic,39,PhD,0.6,94.3,53.4,3.8,Suburban,63.9,74630,3,0
Male,White,25,Bachelors,0.7,71.2,27.1,1.2,Rural,64.8,81920,2,0
Male,White,23,Bachelors,6.2,70.2,27.0,1.8,Urban,100.0,92181,1,1
Female,White,22,Bachelors,1.2,55.1,28.0,2.4,Suburban,70.2,73226,4,0
Female,Asian,22,Bachelors,1.5,80.5,53.8,1.6,Urban,56.9,81157,3,0
Male,Hispanic,22,High School,1.0,61.9,26.2,1.9,Suburban,38.6,75205,3,0
Male,White,27,High School,20.9,29.5,65.6,1.0,Urban,88.9,111386,2,1
Female,Asian,54,Bachelors,10.1,100.0,36.6,4.2,Suburban,71.0,91253,4,0
Male,White,29,Masters,1.7,52.3,27.2,2.3,Suburban,62.4,72331,1,0
Male,Hispanic,36,Bachelors,2.1,37.8,38.6,4.0,Urban,64.0,68922,3,0
Male,Asian,39,PhD,1.5,95.3,83.9,1.5,Suburban,76.4,81533,4,0
Female,Asian,36,Bachelors,3.6,40.9,25.8,2.5,Urban,28.2,69398,3,0
Female,White,34,Bachelors,0.1,88.8,91.1,1.8,Suburban,53.4,78146,1,0
Male,Hispanic,23,High School,6.0,70.4,7.6,1.9,Suburban,67.0,85860,3,0
Female,Asian,49,High School,3.9,96.4,8.9,3.8,Urban,86.7,91103,4,0
Male,White,53,Bachelors,15.1,46.4,85.0,1.3,Urban,49.7,102564,1,1
Male,Asian,22,Masters,1.1,72.0,54.8,1.0,Urban,58.7,73429,4,0
Female,White,24,PhD,9.0,100.0,72.1,3.3,Urban,60.2,97916,1,0
Female,Asian,32,PhD,8.2,93.6,73.3,2.1,Suburban,30.2,98340,3,0
Female,White,25,Bachelors,0.7,54.3,56.5,1.0,Urban,45.7,71785,1,0
Female,Asian,40,Masters,2.7,93.2,33.1,2.5,Urban,82.6,89284,3,0
Male,Black,27,Bachelors,1.0,80.5,85.8,2.1,Suburban,82.8,85396,1,0
Male,White,56,High School,1.9,46.5,65.2,2.9,Urban,46.8,73883,1,0
Male,White,46,Masters,2.0,54.9,41.7,1.3,Suburban,60.0,85677,2,0
Male,White,37,Masters,5.4,48.3,25.4,2.1,Suburban,83.2,90790,1,1
Male,White,45,High School,3.5,78.5,19.8,1.8,Urban,94.5,79616,1,1
Female,White,46,Bachelors,16.2,71.2,81.0,2.9,Urban,42.2,106993,1,1
Male,Black,29,Bachelors,0.7,82.6,15.1,3.5,Urban,35.3,78489,1,0
Female,White,26,Masters,20.0,87.6,81.6,2.3,Rural,33.3,117986,1,1
Female,White,35,Bachelors,1.4,67.3,78.4,1.2,Rural,33.1,71988,2,0
Female,Asian,43,PhD,7.8,81.9,76.1,1.0,Suburban,81.9,85422,3,0
Male,White,36,High School,2.7,74.2,60.4,1.2,Suburban,88.4,90220,1,1
Male,Hispanic,22,Bachelors,0.8,45.7,2.4,1.1,Suburban,63.5,64527,3,0
Male,Asian,26,Bachelors,12.3,82.0,40.0,3.3,Suburban,100.0,104645,3,1
Male,Black,34,Bachelors,2.0,88.1,27.7,3.2,Suburban,79.3,78678,3,0
Female,Black,34,Bachelors,4.8,67.2,59.7,1.8,Urban,94.9,86192,2,0
Male,Asian,54,Masters,5.3,78.3,0.0,1.7,Suburban,37.7,89158,4,0
Male,White,22,Masters,4.2,40.3,14.6,1.4,Suburban,91.9,82241,1,0
Female,White,40,PhD,3.8,52.1,13.1,4.2,Urban,51.0,77141,1,0
Male,White,49,Masters,8.7,81.5,69.4,4.3,Urban,61.5,98571,1,1
Female,Asian,57,Masters,0.5,66.7,51.9,1.0,Urban,57.1,71323,3,0
Female,White,30,Bachelors,6.1,94.1,89.4,2.2,Suburban,26.1,100912,1,0
Female,Black,39,Masters,10.2,86.5,54.4,1.0,Rural,73.9,91819,1,0
Male,Hispanic,40,Bachelors,0.3,100.0,26.4,1.1,Urban,73.4,72896,3,0
Male,Asian,36,Bachelors,1.0,100.0,22.6,1.1,Urban,90.2,82976,4,0
Female,Black,34,Bachelors,5.7,64.7,40.6,2.7,Suburban,79.6,74723,2,0
Male,White,39,Bachelors,3.8,80.3,38.5,1.2,Urban,84.0,94514,1,1
Female,Asian,22,Bachelors,2.7,63.4,3.6,1.0,Urban,41.9,73562,3,0
Female,Black,41,PhD,0.7,100.0,69.5,1.3,Urban,57.0,85463,1,0
Female,White,36,Bachelors,3.9,77.9,36.4,1.5,Urban,77.1,84314,2,0
Male,White,32,High School,0.9,50.6,83.1,3.4,Rural,71.5,75022,1,1
Male,Hispanic,55,Bachelors,3.5,94.6,66.5,1.0,Urban,41.8,91185,3,0
Female,Black,28,High School,6.5,68.2,24.7,4.0,Rural,52.1,90845,4,0
Male,Asian,30,High School,1.9,93.8,52.1,1.7,Suburban,80.2,87833,4,1
Male,Asian,54,Bachelors,4.1,54.8,62.3,1.3,Urban,90.1,85249,3,0
Male,Black,26,Bachelors,25.0,56.2,68.6,1.0,Rural,59.5,127077,2,1
Female,Black,29,Bachelors,5.2,89.5,76.7,1.0,Suburban,52.4,86484,1,0
Female,White,33,Masters,10.1,30.6,76.3,1.4,Rural,44.2,82051,1,0
Male,White,43,Masters,3.5,67.4,49.0,1.0,Urban,89.3,83397,1,1
Male,White,37,Bachelors,9.6,87.1,15.3,4.3,Suburban,100.0,109813,1,1
Female,Asian,22,Bachelors,0.2,57.1,66.6,3.0,Urban,49.5,62869,4,0
Female,Black,29,Bachelors,0.6,77.7,47.1,3.6,Urban,12.4,70885,2,0
Male,Asian,28,Masters,1.4,100.0,63.6,1.0,Suburban,59.2,86479,4,1
Male,White,34,High School,3.4,73.3,94.7,2.1,Urban,94.4,81042,3,1
Female,Black,39,High School,8.4,67.5,24.9,1.1,Suburban,72.5,84101,2,0
Female,Black,39,Masters,1.9,68.6,78.3,3.1,Urban,40.8,80072,1,0
Female,Black,22,Bachelors,4.8,92.3,28.0,4.5,Urban,74.4,90523,1,0
Female,Asian,45,High School,6.5,36.4,18.7,2.9,Urban,77.4,71787,3,0
Male,White,37,Bachelors,5.8,66.8,48.8,1.4,Urban,44.3,93697,1,0
Male,Black,48,PhD,2.4,58.3,26.2,1.2,Urban,21.4,87677,1,0
Female,White,39,Masters,4.7,49.1,29.4,1.6,Rural,35.6,78750,1,0
Female,White,46,Masters,2.3,31.6,19.5,1.0,Urban,77.9,74196,1,0
Female,White,39,Bachelors,0.5,49.7,100.0,1.6,Urban,62.7,73140,2,0
Female,Black,48,Bachelors,22.2,34.9,89.8,1.0,Urban,30.4,103417,1,0
Male,Hispanic,40,PhD,0.7,74.7,53.0,1.0,Urban,17.9,79867,3,0
Male,Black,34,PhD,0.4,65.9,66.1,2.0,Suburban,71.6,78205,1,0
Female,Asian,57,Bachelors,11.1,99.2,36.3,1.6,Rural,100.0,98169,4,0
Female,Black,43,Masters,1.6,69.6,82.7,3.5,Rural,67.0,61056,1,0
Female,Black,40,High School,4.7,82.6,56.5,1.3,Suburban,61.6,80052,2,0
Female,White,22,Bachelors,2.2,57.3,66.1,1.5,Urban,88.1,63777,1,0
Female,White,22,Masters,2.7,83.4,64.6,2.0,Suburban,56.5,79725,1,0
Male,White,37,Bachelors,2.0,70.6,94.4,2.3,Suburban,89.7,74646,1,1
Male,White,36,PhD,2.8,63.4,50.8,1.5,Suburban,100.0,86977,2,1
Male,White,28,High School,3.5,78.4,32.2,4.0,Rural,84.6,82576,1,1
Male,White,36,Bachelors,8.4,63.5,5.6,1.2,Urban,88.5,96587,2,1
Male,White,50,PhD,4.7,99.7,29.6,1.6,Suburban,41.9,101214,1,0
Male,Hispanic,41,PhD,15.5,51.1,58.1,1.5,Suburban,48.2,104882,4,0
Male,White,23,High School,0.3,97.7,25.1,1.4,Urban,80.0,78532,1,0
Male,White,33,Bachelors,4.6,42.0,54.3,1.8,Urban,52.3,85434,1,0
Male,White,26,Masters,5.8,47.4,72.4,1.0,Suburban,36.2,85893,1,0
Male,Black,31,High School,13.7,47.6,57.7,1.0,Urban,54.8,100620,1,0
Male,White,30,PhD,0.3,29.2,20.5,4.5,Urban,79.3,76583,3,0
Female,White,30,PhD,4.7,100.0,43.7,1.1,Suburban,36.2,96345,1,0
Male,Black,22,High School,10.4,50.0,92.2,2.9,Urban,90.1,84832,2,1
Male,White,33,High School,1.8,34.4,79.7,1.1,Rural,38.1,75256,1,0
Male,White,29,High School,13.8,38.1,97.9,2.1,Suburban,15.9,89495,2,1
Female,White,22,PhD,0.1,64.0,80.0,1.7,Urban,49.7,72098,3,0
Male,White,55,High School,8.7,82.8,89.1,3.0,Suburban,45.4,97722,4,1
Female,White,45,Bachelors,14.9,83.1,2.5,3.5,Urban,62.7,107734,1,1
Male,White,31,Bachelors,7.1,43.8,33.2,1.3,Urban,48.2,77720,2,0
Male,Asian,35,Bachelors,3.6,55.6,56.2,1.0,Urban,70.9,71990,3,0
Male,Black,23,High School,0.2,78.5,47.8,3.5,Urban,36.7,76802,1,0
Male,Black,51,Bachelors,13.6,79.5,36.4,3.6,Urban,54.6,105022,2,1
Female,White,53,PhD,3.5,80.2,54.1,2.1,Urban,68.9,81906,1,0
Female,Hispanic,36,PhD,0.1,83.9,88.9,1.9,Urban,68.4,82694,3,0
Female,White,45,Masters,6.4,81.1,29.1,3.5,Suburban,97.4,92313,4,1
Male,White,36,High School,4.3,56.6,41.0,1.2,Urban,50.7,85638,2,0
Male,Black,22,Bachelors,0.7,92.3,94.7,2.8,Urban,39.4,82212,1,0
Female,White,30,Masters,1.3,100.0,24.7,2.3,Urban,62.4,78693,1,0
Male,White,36,Bachelors,0.4,77.4,45.9,3.4,Urban,64.8,82075,1,1
Male,Black,30,PhD,4.6,57.5,81.3,1.1,Suburban,43.6,90517,1,0
Male,Asian,32,Masters,6.1,82.1,11.1,1.8,Urban,32.9,93022,3,0
Male,White,34,High School,4.7,45.7,49.6,2.2,Urban,98.0,86591,2,1
Female,Asian,34,PhD,8.9,74.0,21.4,3.6,Urban,55.8,96236,3,0
