Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Male,Asian,27,Bachelors,6.7,96.2,83.2,3.2,Suburban,38.0,94048,3,1
Female,Black,45,High School,4.4,84.2,73.7,2.5,Suburban,55.1,81397,2,0
Female,Asian,45,PhD,15.2,86.1,60.5,4.4,Urban,23.3,109479,3,1
Female,White,36,Bachelors,0.7,63.8,21.2,3.0,Urban,71.9,73941,1,0
Female,Asian,32,Bachelors,2.0,51.6,39.8,1.8,Suburban,49.1,71794,4,0
Female,White,22,Bachelors,3.1,38.2,51.6,3.1,Suburban,72.5,77270,1,0
Male,White,22,High School,4.2,59.2,83.6,1.4,Urban,68.0,85857,1,1
Male,White,25,High School,16.7,74.5,81.9,2.3,Urban,100.0,111427,1,1
Male,Hispanic,28,Masters,2.7,94.1,22.1,1.0,Urban,58.1,93661,4,0
Male,White,22,Bachelors,0.9,73.9,23.7,2.7,Suburban,76.3,82863,1,1
Female,White,22,Masters,0.6,53.9,41.9,4.8,Suburban,100.0,74448,1,0
Male,White,22,High School,2.0,52.2,58.8,1.7,Suburban,100.0,80782,1,1
Female,White,23,Bachelors,6.5,47.2,54.8,4.2,Rural,42.6,73894,1,1
Female,Asian,30,Masters,0.2,67.2,43.1,3.6,Rural,6.4,72658,3,0
Male,White,22,Masters,5.1,74.4,19.4,3.0,Suburban,55.9,91820,1,1
Female,Hispanic,49,Masters,15.3,76.2,55.4,1.0,Rural,66.2,99051,3,1
Male,Black,30,PhD,15.9,30.6,16.8,2.0,Suburban,46.9,94138,1,0
Male,White,35,High School,9.6,27.7,45.6,2.3,Urban,49.6,87193,1,1
Female,Black,31,Bachelors,0.7,52.6,46.7,1.3,Urban,82.0,59281,2,0
Male,White,38,Masters,2.5,80.0,18.9,3.1,Urban,92.4,88126,2,1
Male,White,22,High School,21.7,44.8,0.4,4.0,Suburban,35.0,110806,1,1
Male,White,28,High School,0.6,66.9,70.5,2.0,Suburban,61.8,73938,1,0
Male,Black,22,Masters,1.4,68.9,40.3,3.1,Urban,25.9,79913,1,0
Female,Asian,43,Masters,7.7,70.8,32.4,3.4,Suburban,22.4,82278,3,0
Male,White,36,Bachelors,14.8,85.0,44.6,3.0,Suburban,93.0,119214,3,1
Male,Black,28,Bachelors,0.9,76.2,39.4,2.6,Suburban,37.9,86545,2,0
Male,White,43,Masters,1.5,58.7,63.3,2.0,Rural,100.0,75605,2,1
Female,Asian,35,Masters,10.5,76.1,64.8,3.0,Urban,68.1,86272,3,1
Female,Hispanic,25,Bachelors,0.7,75.6,19.7,2.3,Rural,24.8,69251,3,0
Female,Black,25,Bachelors,0.5,71.2,65.5,2.8,Suburban,59.1,64929,1,0
Female,White,39,High School,7.4,83.3,82.3,3.7,Urban,100.0,94921,2,1
Male,White,27,Masters,25.0,75.6,12.4,3.7,Rural,40.8,132534,1,1
Female,Black,30,Masters,17.4,48.1,82.8,1.3,Suburban,53.6,97220,1,0
Male,White,22,PhD,0.4,80.0,10.2,1.0,Urban,43.8,88074,1,0
Male,White,40,High School,1.0,66.5,15.1,1.0,Urban,36.4,91006,1,0
Male,Black,42,Bachelors,8.6,67.1,36.0,1.0,Urban,29.3,92304,1,0
Female,Asian,31,Masters,0.3,78.4,25.1,4.4,Suburban,100.0,78586,3,0
Male,White,38,Bachelors,0.7,81.4,63.6,2.2,Suburban,43.3,90138,3,1
Male,White,32,High School,1.7,76.2,61.6,1.9,Urban,77.1,83229,1,1
Male,Black,28,Masters,1.4,68.6,0.0,2.1,Urban,48.5,82822,2,0
Female,Asian,25,Masters,0.4,87.7,65.0,1.7,Rural,55.4,72842,4,0
Male,Hispanic,22,Bachelors,7.6,47.5,25.3,1.0,Urban,85.0,79092,4,0
Male,Hispanic,41,Bachelors,2.6,81.9,45.7,1.0,Suburban,95.1,84802,4,0
Female,Asian,43,PhD,13.6,82.4,29.1,2.1,Rural,43.1,98036,3,0
Female,Asian,25,High School,9.4,52.5,58.0,1.2,Suburban,95.3,84856,4,0
Female,Black,26,Bachelors,1.9,59.5,15.6,1.6,Suburban,37.7,72249,1,0
Female,Hispanic,22,Bachelors,4.5,69.5,25.6,2.2,Urban,66.4,68430,3,0
Female,Asian,30,High School,2.6,75.2,53.6,3.0,Urban,100.0,71602,3,0
Male,Black,22,Bachelors,6.3,49.0,41.8,3.9,Urban,24.8,82823,1,0
Male,Asian,59,Masters,2.9,71.8,40.0,1.0,Urban,65.8,79331,3,0
Male,White,43,Masters,8.1,100.0,87.2,2.1,Suburban,55.4,106340,1,1
Male,Hispanic,27,High School,2.9,68.1,25.9,2.9,Urban,75.4,74594,4,0
Female,Asian,36,PhD,5.4,62.3,17.9,2.3,Urban,27.0,77357,3,0
Male,Black,26,Bachelors,3.3,59.4,69.7,4.2,Urban,64.2,86708,1,0
Female,White,36,PhD,4.1,100.0,86.0,2.1,Suburban,35.6,90372,1,1
Male,Hispanic,33,Bachelors,5.5,55.3,73.3,1.0,Urban,61.7,80694,3,0
Female,Asian,22,Masters,5.0,53.8,23.1,2.5,Suburban,22.1,77930,3,0
Female,White,24,Masters,5.5,91.2,70.9,2.2,Urban,48.9,92626,1,0
Male,Hispanic,42,Bachelors,12.1,65.5,46.6,2.9,Urban,26.0,94201,3,0
Male,White,28,High School,8.8,65.8,71.9,5.0,Urban,96.5,93149,2,1
Male,Black,26,High School,8.7,36.6,71.5,1.8,Suburban,39.4,82689,1,0
Male,White,50,Bachelors,5.1,67.7,86.8,1.3,Urban,83.6,87052,3,1
Female,White,33,PhD,1.4,95.5,13.5,4.0,Urban,32.0,83709,1,0
Male,White,24,High School,24.6,76.7,37.0,2.0,Urban,73.4,132768,2,1
Male,Asian,34,High School,0.3,76.0,36.1,1.0,Urban,25.5,79495,3,0
Male,Black,24,Bachelors,2.6,89.4,30.2,1.0,Urban,68.9,92104,1,0
Male,Hispanic,37,Masters,12.3,76.6,19.3,1.1,Rural,49.4,94795,4,0
Male,Hispanic,40,Masters,1.6,84.4,51.1,1.0,Rural,57.6,80559,3,0
Male,White,42,Masters,8.2,75.9,29.2,1.5,Urban,51.1,100485,1,1
Female,Hispanic,38,Bachelors,0.4,51.0,34.3,1.8,Rural,35.6,58745,3,0
Male,White,22,High School,7.4,83.1,18.0,4.0,Suburban,53.7,96252,4,1
Male,White,46,High School,7.7,59.0,75.4,4.7,Rural,67.2,96971,2,1
Female,White,26,Masters,1.8,100.0,39.2,1.9,Urban,56.0,83633,1,0
Male,Asian,23,Bachelors,10.1,94.7,36.0,3.5,Urban,32.4,105759,3,1
Male,White,42,Masters,16.3,63.1,82.4,2.3,Rural,37.1,107868,2,1
Male,White,35,Masters,4.5,66.8,7.1,5.0,Suburban,43.3,91996,1,1
Female,White,37,High School,0.0,97.8,57.2,1.3,Urban,49.6,85437,2,0
Female,Asian,44,Bachelors,14.3,31.9,34.8,1.4,Urban,72.3,86725,3,0
Female,White,28,Bachelors,6.0,27.5,57.1,2.6,Suburban,60.6,74369,4,0
Male,Hispanic,33,Bachelors,8.1,89.9,30.8,1.0,Suburban,66.1,103615,3,0
Male,White,27,Masters,1.0,61.3,58.3,1.5,Suburban,33.3,77600,1,0
Female,Hispanic,27,PhD,5.5,82.4,36.0,2.9,Urban,58.4,83639,3,0
Female,White,46,Bachelors,0.1,75.7,90.4,2.9,Urban,62.7,77373,1,0
Female,Asian,29,Bachelors,2.5,79.1,61.5,3.2,Urban,79.2,75761,4,0
Male,Black,51,Masters,1.3,65.2,35.7,1.5,Suburban,26.5,72533,1,0
Male,White,48,Masters,6.9,76.1,4.6,2.5,Urban,100.0,94218,1,1
Male,Hispanic,23,Bachelors,2.4,45.4,73.0,1.0,Urban,49.9,81446,3,0
Male,Black,22,High School,1.5,92.5,46.7,3.4,Rural,86.4,86037,2,1
Male,Black,36,Masters,1.4,95.7,58.9,1.3,Urban,68.9,96652,1,0
Female,Asian,23,Masters,10.2,100.0,27.1,3.0,Suburban,65.2,103852,3,1
Female,Black,36,Masters,0.4,71.0,75.8,3.1,Urban,20.0,79103,3,0
Male,Asian,24,Bachelors,7.4,57.4,38.9,5.0,Suburban,15.0,82520,3,0
Female,White,28,Masters,3.0,44.3,76.9,3.2,Suburban,59.8,67260,3,0
Female,Hispanic,38,High School,6.8,77.2,81.3,4.0,Urban,11.8,96313,3,0
Female,White,33,Bachelors,11.9,75.0,20.8,1.3,Rural,30.2,92307,2,0
Male,Asian,22,High School,2.1,39.7,51.8,2.4,Suburban,76.2,78361,4,0
Male,Black,35,Bachelors,0.8,62.1,58.5,2.2,Urban,75.8,77869,4,0
Male,Hispanic,51,Bachelors,7.0,39.5,25.0,1.4,Suburban,60.1,85616,4,0
Female,Black,40,Bachelors,5.5,59.8,53.7,2.3,Urban,54.1,65230,1,0
Female,Hispanic,32,PhD,5.1,59.3,38.8,1.0,Urban,26.1,74431,4,0
Female,Hispanic,25,Bachelors,2.8,36.7,3.7,1.1,Suburban,84.2,68394,4,0
Male,White,22,PhD,25.0,58.4,18.4,5.0,Suburban,75.1,117196,1,1
Male,Asian,27,Bachelors,18.9,100.0,74.8,3.2,Urban,48.3,116962,3,1
Female,Black,24,Bachelors,0.3,79.9,63.0,3.6,Suburban,14.5,78597,1,0
Female,White,40,High School,19.2,60.2,73.7,2.3,Suburban,68.0,100113,1,1
Female,White,28,PhD,3.9,100.0,88.0,3.3,Urban,41.8,95165,3,1
Male,Black,26,PhD,1.5,68.1,14.8,3.6,Urban,66.0,78053,1,0
Male,Asian,23,Masters,17.6,82.3,29.4,2.4,Urban,62.1,108089,3,1
Male,Hispanic,61,Bachelors,2.2,85.9,25.1,1.0,Suburban,68.1,95964,3,0
Female,Asian,47,Bachelors,15.2,72.5,24.3,3.0,Rural,55.4,102822,3,1
Female,White,32,High School,4.6,30.5,38.4,4.3,Rural,22.9,68842,1,0
Male,Asian,44,Masters,6.7,100.0,82.4,3.0,Suburban,66.2,93468,3,1
Female,White,39,Bachelors,6.0,73.6,74.5,1.1,Urban,86.8,84163,1,1
Female,White,32,Bachelors,5.0,68.4,34.0,2.2,Urban,41.7,79027,2,0
Female,White,32,Bachelors,1.8,63.4,51.0,2.8,Suburban,62.9,90829,3,0
Male,Black,27,Masters,1.2,54.2,20.4,1.0,Urban,71.6,78964,2,0
Male,Hispanic,42,High School,3.4,85.7,65.2,1.5,Urban,63.4,88128,3,0
Female,Asian,35,High School,3.8,86.6,18.5,3.9,Suburban,80.1,77789,3,0
Female,White,39,Masters,2.6,45.1,12.2,4.2,Urban,56.6,66070,1,0
Female,Asian,40,Bachelors,25.0,67.1,51.3,1.5,Urban,79.5,123177,3,1
Female,White,35,Bachelors,5.7,81.5,73.4,4.3,Urban,36.5,84164,3,0
Male,White,37,Bachelors,3.2,33.2,63.7,2.2,Suburban,74.4,73032,2,0
Female,White,34,Bachelors,5.7,100.0,79.2,2.7,Suburban,76.8,90570,1,1
Male,Asian,28,Masters,11.7,71.8,57.7,1.1,Urban,87.4,99830,3,1
Male,Black,48,Bachelors,15.8,48.2,59.6,2.8,Urban,49.1,94574,1,1
Female,Hispanic,46,Bachelors,5.2,42.9,21.2,3.4,Rural,41.7,78698,4,0
Male,Hispanic,22,High School,11.9,74.4,14.3,3.2,Urban,77.4,103847,3,1
Female,Asian,32,High School,0.9,58.5,36.0,1.2,Rural,30.9,74762,3,0
Female,Hispanic,44,Masters,4.3,60.5,65.5,2.0,Suburban,27.2,75791,3,0
Male,White,31,Bachelors,17.2,50.9,75.3,4.4,Urban,68.0,116328,4,1
Female,White,31,Bachelors,5.4,74.4,76.2,3.0,Suburban,74.4,87557,1,1
Female,White,47,Bachelors,4.6,71.3,71.4,2.3,Suburban,65.6,85591,1,0
Female,Hispanic,46,Bachelors,0.8,84.1,19.3,3.1,Rural,79.1,79291,3,0
Female,Asian,23,Bachelors,10.3,87.3,54.6,1.7,Urban,100.0,94299,4,1
Female,Black,22,PhD,17.8,37.7,2.9,2.7,Urban,64.9,102552,2,0
Male,Asian,43,High School,0.4,76.3,64.5,2.7,Urban,76.2,86667,4,1
Male,Black,22,Bachelors,9.3,73.8,70.0,1.0,Urban,86.8,90296,1,1
Male,Hispanic,33,High School,0.6,24.4,59.4,5.0,Suburban,69.4,62149,4,0
Female,White,32,Bachelors,4.1,59.9,59.4,5.0,Suburban,35.9,79992,3,0
Male,Asian,43,Masters,5.4,61.5,44.1,1.3,Rural,67.1,86599,3,0
Female,White,48,Masters,6.8,61.9,37.8,5.0,Urban,68.9,83541,2,1
Male,Black,48,High School,5.4,52.8,43.3,1.6,Suburban,43.6,83946,2,0
Male,Black,49,Bachelors,1.4,78.6,97.1,2.7,Urban,77.1,81180,1,0
Male,Asian,29,Masters,6.3,57.9,29.1,1.0,Urban,63.0,79174,3,1
Male,White,40,Masters,9.0,55.5,39.3,2.4,Urban,77.4,102497,4,1
Female,Black,30,Masters,4.7,99.6,22.3,4.6,Urban,80.8,83879,1,0
Female,Black,38,High School,3.0,83.2,35.0,2.0,Urban,58.3,83560,1,0
Female,Black,22,Masters,11.3,75.3,36.3,1.6,Rural,57.6,92392,3,0
Female,Asian,37,High School,0.4,28.7,71.2,3.3,Suburban,35.5,63771,4,0
Female,White,48,Masters,10.9,87.3,59.2,1.2,Suburban,76.7,109665,2,1
Female,Hispanic,42,High School,12.6,75.4,72.2,4.8,Urban,53.2,103420,4,1
Female,Black,44,Bachelors,0.7,71.9,2.7,1.6,Urban,54.3,63334,2,0
Male,Asian,37,Bachelors,3.8,55.6,86.5,2.5,Urban,80.1,83018,3,1
Male,Hispanic,36,Masters,0.8,100.0,51.3,1.7,Suburban,81.6,89134,3,0
Male,Asian,31,Bachelors,4.6,46.9,49.6,5.0,Urban,43.5,74007,3,0
Male,Asian,39,Bachelors,2.2,42.9,22.6,4.1,Urban,64.0,68988,3,0
Female,Black,31,Bachelors,0.1,77.0,88.1,1.8,Suburban,44.1,77928,4,0
Female,Asian,41,Bachelors,4.6,78.0,22.6,2.2,Suburban,3.4,73535,3,0
Male,White,45,Bachelors,7.7,98.2,73.8,3.2,Suburban,44.1,100051,2,1
Male,Black,42,PhD,1.6,58.3,57.8,1.7,Urban,63.1,74974,1,0
Female,Black,29,Masters,0.6,100.0,55.4,2.0,Suburban,11.5,76947,1,0
Male,White,30,Bachelors,6.4,65.8,64.8,2.1,Rural,58.3,94112,1,1
Female,White,23,Masters,6.3,44.3,34.9,3.1,Suburban,60.4,83724,1,0
Male,White,24,Bachelors,2.3,38.7,22.4,3.8,Urban,81.0,77897,1,0
Male,Black,30,Bachelors,0.7,85.8,20.7,3.1,Suburban,51.6,81986,1,0
