Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Male,Hispanic,39,High School,1.8,47.2,37.6,2.1,Suburban,64.3,70807,3,0
Male,White,22,High School,6.8,77.8,40.1,1.1,Suburban,27.3,97479,1,0
Male,White,34,Masters,2.4,51.9,16.6,1.0,Urban,90.9,66670,2,0
Male,Asian,65,Bachelors,17.7,90.7,40.0,3.2,Suburban,63.0,107198,3,1
Male,Asian,42,Masters,2.0,61.0,87.3,3.0,Rural,43.5,79286,3,0
Male,White,37,Masters,21.3,63.1,74.3,3.4,Urban,79.8,113489,2,1
Female,White,61,Masters,5.9,61.8,88.2,3.8,Suburban,76.4,90188,2,1
Male,Asian,50,Bachelors,2.0,77.3,30.5,1.2,Urban,64.8,85711,3,0
Female,White,28,Masters,2.2,63.5,56.3,2.4,Suburban,82.0,75898,2,0
Female,White,36,Bachelors,2.7,92.1,92.1,3.6,Rural,67.2,78485,1,0
Female,Hispanic,26,Bachelors,6.0,44.2,59.9,3.1,Suburban,68.3,71270,3,0
Female,Hispanic,50,High School,1.9,75.2,29.1,1.0,Suburban,44.6,80191,4,0
Male,Black,31,High School,3.0,55.8,52.0,2.2,Rural,77.9,78819,1,0
Male,White,41,Bachelors,0.8,30.7,94.6,2.9,Urban,41.5,67743,1,0
Male,Asian,41,High School,16.4,95.8,66.7,1.1,Urban,43.8,109781,3,1
Female,Hispanic,60,Bachelors,7.4,100.0,34.1,2.9,Rural,9.3,99022,3,0
Female,White,32,High School,5.2,75.0,38.4,4.4,Rural,29.0,82112,2,0
Male,White,55,PhD,4.3,66.0,41.6,5.0,Urban,61.5,85007,1,1
Female,White,39,Masters,8.8,49.7,73.1,1.0,Suburban,49.3,87363,1,0
Female,Black,32,High School,1.7,94.0,53.8,5.0,Rural,84.7,76484,1,0
Male,Black,65,Bachelors,5.4,88.4,18.9,1.6,Rural,47.6,95819,2,0
Female,White,22,High School,0.5,68.9,47.7,4.5,Urban,78.1,72180,1,0
Female,Asian,28,High School,1.2,87.6,45.0,2.3,Suburban,41.3,74801,3,0
Male,White,44,Masters,2.7,70.2,63.1,1.7,Suburban,71.4,86693,2,0
Male,Black,43,Bachelors,0.3,51.5,43.8,1.5,Suburban,29.8,70313,1,0
Female,White,31,Bachelors,0.5,76.2,87.5,3.7,Urban,89.6,75414,1,0
Female,Black,42,Bachelors,2.8,46.2,44.8,1.6,Urban,85.7,65970,1,0
Female,Asian,32,High School,0.6,62.2,17.6,3.2,Suburban,61.1,62525,4,0
Female,Asian,48,High School,1.1,62.1,68.2,1.0,Urban,1.0,82192,3,0
Male,Hispanic,38,Masters,8.7,70.8,33.7,3.7,Suburban,59.5,93507,3,0
Female,Black,42,High School,2.0,23.5,61.0,5.0,Suburban,81.9,64153,1,0
Female,Asian,38,Bachelors,4.6,63.3,59.4,3.6,Urban,68.5,72531,4,0
Male,White,65,Masters,14.2,61.4,14.1,4.6,Urban,28.7,109553,2,1
Male,White,48,PhD,2.6,100.0,68.1,3.1,Rural,37.5,89453,1,1
Male,Asian,31,PhD,3.4,79.2,37.0,3.1,Urban,56.5,77759,3,0
Male,Black,38,Bachelors,6.0,81.5,50.4,2.9,Suburban,76.1,91923,4,0
Female,White,25,High School,7.6,29.6,45.7,1.0,Suburban,15.8,79267,1,0
Male,White,33,High School,3.7,68.7,68.2,1.3,Suburban,40.9,83594,2,0
Female,White,28,PhD,6.6,54.9,76.8,4.3,Urban,23.4,82510,1,0
Female,Asian,64,Bachelors,0.6,82.9,62.1,3.2,Rural,72.8,86279,3,0
Female,White,42,Masters,0.2,53.7,74.4,3.2,Suburban,65.7,64376,4,0
Male,Asian,47,High School,7.6,49.3,43.1,4.2,Rural,43.1,88150,3,1
Female,White,32,Masters,0.5,43.8,70.1,2.8,Suburban,21.4,63187,1,0
Female,Black,24,Masters,3.1,75.4,77.8,2.6,Rural,72.8,75256,2,0
Male,Asian,44,Bachelors,17.2,58.2,57.5,3.0,Urban,91.2,101603,3,1
Male,Black,22,PhD,6.5,63.8,58.3,3.0,Suburban,27.3,84301,1,0
Male,Black,45,PhD,2.3,88.0,55.0,3.9,Urban,84.7,88866,3,1
Male,Asian,27,High School,0.4,83.7,45.0,1.3,Urban,66.1,82478,4,0
Female,Asian,40,Bachelors,3.7,78.3,81.7,2.0,Urban,62.2,82325,3,0
Female,Asian,40,High School,4.6,50.3,65.8,4.4,Suburban,60.3,77735,3,0
Female,White,35,High School,0.3,63.0,44.3,4.6,Urban,40.1,73066,1,0
Male,White,49,Masters,0.6,81.4,86.4,1.1,Suburban,59.2,88467,1,1
Female,Black,35,PhD,1.0,94.6,18.2,1.0,Urban,65.2,76858,1,0
Female,Asian,28,Masters,16.8,90.1,9.1,5.0,Suburban,63.3,108719,4,1
Male,Hispanic,23,PhD,5.2,35.2,15.8,4.3,Suburban,63.0,67458,3,0
Female,Asian,55,Bachelors,1.3,54.0,82.7,4.2,Rural,32.6,63898,4,0
Male,Black,44,Bachelors,0.4,44.8,5.4,2.7,Urban,100.0,64772,1,0
Female,Hispanic,54,Bachelors,2.1,71.0,71.2,2.2,Rural,30.8,76462,3,0
Female,Asian,37,High School,0.2,43.8,30.2,1.6,Rural,84.9,61940,4,0
Female,Black,38,Bachelors,5.0,67.4,44.4,1.9,Urban,15.9,80054,1,0
Female,White,32,Bachelors,15.2,54.9,7.8,2.6,Urban,72.7,108703,3,1
Male,Asian,22,Masters,0.6,100.0,38.6,2.9,Urban,74.0,84876,3,1
Female,Hispanic,33,Bachelors,5.7,70.5,55.6,2.1,Rural,38.5,83006,4,0
Female,Hispanic,65,High School,5.8,82.3,69.4,1.0,Suburban,13.6,87408,4,0
Male,White,41,Bachelors,0.3,77.9,66.6,1.0,Urban,24.3,78845,2,0
Female,Hispanic,35,Bachelors,5.9,69.6,59.6,1.8,Urban,54.6,82371,3,0
Female,Hispanic,57,High School,6.6,60.7,77.5,1.4,Urban,62.5,85497,3,0
Female,White,36,Masters,6.4,78.0,81.6,2.7,Urban,26.0,95588,3,1
Male,White,25,High School,6.6,54.0,82.0,1.2,Urban,73.3,90255,2,1
Male,Hispanic,49,Bachelors,3.4,59.7,47.6,1.7,Suburban,50.0,78994,3,0
Female,Hispanic,22,Bachelors,10.7,32.2,87.0,1.0,Suburban,75.1,84098,3,0
Male,White,55,Masters,7.5,75.6,68.6,1.2,Urban,63.6,97601,2,1
Male,Black,22,Bachelors,1.1,91.1,94.9,1.0,Urban,17.0,81466,2,0
Male,Hispanic,45,High School,5.6,17.6,48.4,3.0,Urban,50.2,58111,3,0
Female,White,39,Masters,2.2,100.0,68.4,3.3,Urban,25.8,90927,1,0
Male,Asian,22,Masters,4.2,84.9,40.0,2.1,Urban,29.5,83759,3,0
Male,White,53,High School,15.7,88.9,49.7,1.0,Suburban,84.2,115214,3,1
Female,Asian,40,Masters,11.1,59.6,88.4,2.4,Suburban,77.1,94267,4,1
Female,White,60,Bachelors,1.0,96.0,93.5,3.8,Suburban,22.2,77027,1,0
Male,White,37,High School,9.6,93.2,69.0,1.0,Suburban,68.1,105838,2,1
Female,White,57,High School,12.7,29.5,100.0,3.4,Suburban,85.0,87539,1,1
Male,White,42,Masters,2.7,100.0,10.9,2.2,Suburban,41.9,99784,1,0
Male,Black,22,Bachelors,0.8,41.1,82.6,1.9,Suburban,76.4,64102,1,0
Male,Asian,52,Masters,9.3,41.9,45.7,2.3,Rural,66.7,80181,4,0
Female,Asian,34,Masters,2.8,60.0,67.8,2.2,Urban,77.4,76403,3,0
Male,Hispanic,22,Bachelors,11.8,96.4,54.9,2.0,Urban,36.5,115595,4,1
Male,White,51,Bachelors,8.4,63.5,51.2,3.4,Rural,56.1,102030,1,1
Female,Hispanic,22,Masters,13.9,19.4,47.1,2.7,Urban,44.6,88697,3,0
Female,Hispanic,48,Bachelors,2.9,58.1,34.7,1.0,Urban,8.7,72079,4,0
Male,Hispanic,33,Masters,7.1,75.0,24.5,1.8,Suburban,72.3,89307,3,0
Female,White,65,Masters,7.3,89.8,55.1,2.7,Urban,64.6,95080,3,1
Female,Black,22,Bachelors,6.2,79.1,72.4,2.9,Rural,67.9,96522,3,0
Female,White,41,Masters,0.8,40.5,76.8,4.2,Urban,58.3,65212,1,0
Male,White,50,High School,9.1,43.3,69.2,1.4,Suburban,82.7,86973,1,1
Male,White,62,Bachelors,4.1,95.9,75.4,2.2,Suburban,22.1,93252,3,1
Female,Hispanic,22,Masters,2.6,81.0,27.0,2.0,Urban,30.1,85681,4,0
Male,White,22,High School,1.2,62.2,48.3,2.0,Rural,44.1,80523,3,0
Male,Black,38,High School,0.4,75.1,19.8,4.3,Suburban,56.1,81072,1,0
Male,White,43,Bachelors,0.9,29.7,65.8,2.1,Rural,80.3,73434,1,0
Male,Asian,44,Masters,0.9,100.0,79.6,2.7,Urban,42.6,80122,3,1
Male,Asian,43,PhD,9.6,87.9,43.4,1.0,Suburban,38.0,95178,3,1
Female,Asian,34,Bachelors,8.7,98.4,17.6,1.1,Urban,89.5,98645,4,1
Male,White,44,PhD,6.9,85.7,65.3,3.0,Suburban,45.4,96697,1,1
Male,Asian,37,Bachelors,7.0,90.0,75.5,1.3,Urban,76.7,104543,3,1
Female,Black,22,Bachelors,14.4,44.4,9.5,1.0,Rural,43.3,101493,1,0
Female,White,37,PhD,2.9,100.0,74.8,3.8,Urban,58.7,88230,1,1
Male,White,65,Bachelors,12.6,78.9,59.5,1.0,Urban,45.8,109180,2,1
Male,Black,22,Masters,15.7,51.3,56.5,1.0,Urban,28.5,99498,1,0
Female,Asian,35,Bachelors,0.8,71.8,41.0,1.4,Rural,64.3,78335,3,0
Male,White,24,Bachelors,3.9,19.1,20.3,2.4,Urban,84.1,68763,1,0
Female,White,62,Masters,9.2,92.5,29.6,5.0,Rural,71.1,97297,1,1
Male,Hispanic,22,Bachelors,2.4,45.4,50.4,4.0,Rural,45.2,69753,3,0
Male,White,27,Masters,11.4,53.6,75.4,3.3,Urban,56.8,96583,1,1
Female,Asian,22,Masters,1.8,72.9,35.1,1.6,Urban,89.1,76711,3,0
Male,Hispanic,27,Bachelors,3.5,91.4,84.2,4.1,Urban,73.9,94915,4,1
Male,White,52,Masters,0.3,86.6,55.0,1.2,Urban,46.7,83281,1,0
Male,Hispanic,43,PhD,5.8,100.0,7.3,4.1,Urban,40.1,100898,3,0
Male,White,23,Bachelors,17.8,100.0,100.0,2.3,Urban,76.8,119118,1,1
Female,Hispanic,33,High School,0.8,55.5,60.1,1.0,Urban,79.7,69493,3,0
Male,White,33,Bachelors,0.1,66.3,83.3,3.8,Suburban,74.1,83143,1,1
Female,White,45,Bachelors,6.6,69.9,63.8,2.0,Suburban,71.2,83578,1,1
Male,Hispanic,22,Bachelors,1.7,94.0,71.2,1.0,Suburban,73.2,85143,3,0
Male,White,46,High School,2.0,61.9,94.0,3.4,Suburban,51.2,83322,1,1
Male,White,31,High School,3.4,92.8,46.3,2.4,Suburban,85.6,92479,1,1
Female,Hispanic,65,High School,1.2,79.7,50.7,1.0,Rural,51.9,81163,3,0
Female,Hispanic,44,Bachelors,0.3,55.9,12.7,1.2,Suburban,10.1,65885,3,0
Male,Hispanic,55,High School,0.8,36.2,25.6,1.0,Rural,38.8,67043,4,0
Female,White,56,Bachelors,1.0,66.3,52.1,3.2,Urban,81.6,81391,1,0
Female,White,58,Bachelors,0.1,63.5,50.0,1.6,Suburban,37.4,72532,1,0
Female,White,37,Bachelors,4.1,97.1,87.1,2.5,Urban,74.7,96882,2,1
Female,Black,36,High School,4.0,61.2,52.2,3.9,Urban,48.5,79465,1,0
Male,Asian,43,Masters,1.5,50.1,75.8,3.0,Urban,60.2,67151,4,0
Female,Asian,40,High School,1.1,57.0,19.4,2.4,Urban,87.7,62731,3,0
Male,White,48,Masters,0.1,56.8,31.2,3.3,Rural,95.9,69335,1,1
Male,Hispanic,33,Bachelors,0.1,86.1,23.0,5.0,Rural,63.3,82466,3,0
Female,White,39,Masters,3.4,85.7,87.4,2.3,Urban,12.4,87243,1,0
Female,White,65,Masters,0.3,79.7,21.4,2.3,Rural,65.4,77283,1,0
Female,Hispanic,30,Bachelors,2.6,48.5,91.3,2.7,Suburban,41.2,63675,4,0
Female,Asian,62,Masters,1.3,59.2,51.9,1.5,Rural,84.3,76523,3,0
Female,Hispanic,36,Masters,9.9,55.8,55.1,1.4,Suburban,42.4,88010,4,0
Female,White,32,Bachelors,8.2,100.0,70.8,5.0,Rural,49.2,97598,1,1
Female,Hispanic,35,Bachelors,3.9,48.5,15.7,1.0,Urban,58.1,66724,4,0
Female,Asian,30,High School,13.1,62.1,38.9,1.0,Urban,54.4,100489,3,0
Female,Asian,43,High School,1.8,40.9,82.7,1.5,Suburban,87.2,66003,4,0
Female,Black,65,Masters,2.5,82.6,95.2,4.2,Suburban,59.8,77442,1,1
Male,Hispanic,22,PhD,7.1,52.0,53.9,2.8,Rural,100.0,83353,3,0
Female,Asian,62,High School,5.8,74.3,60.8,1.0,Urban,37.6,89824,3,0
Male,Black,57,Bachelors,2.0,69.0,37.0,1.6,Suburban,49.4,84475,3,0
Male,Hispanic,25,PhD,2.6,30.0,66.0,1.0,Rural,53.6,71379,3,0
Female,White,28,High School,4.2,70.0,64.2,1.0,Urban,68.4,86520,2,0
Male,Black,34,PhD,6.5,91.9,58.7,1.3,Suburban,44.9,93773,1,0
Female,White,41,Bachelors,3.6,78.9,25.3,3.6,Suburban,56.9,83148,2,0
Male,White,34,PhD,4.7,100.0,63.6,3.5,Rural,70.9,106299,2,1
Male,Asian,56,Bachelors,1.8,29.2,0.0,2.1,Urban,75.0,61083,3,0
Male,Asian,42,Bachelors,1.8,67.8,32.2,1.0,Rural,65.1,73117,4,0
Female,Asian,44,Bachelors,7.5,74.1,28.6,4.3,Urban,40.5,88035,3,0
Female,White,41,High School,1.5,79.4,100.0,2.4,Suburban,62.8,80368,4,0
Female,Black,32,High School,3.3,55.1,44.0,1.7,Rural,14.6,80597,1,0
Male,White,29,PhD,0.9,57.7,40.4,3.5,Urban,31.8,75603,1,0
Female,White,65,Masters,2.8,68.0,46.6,5.0,Rural,79.0,84152,1,0
Female,Hispanic,22,Bachelors,1.8,70.3,37.3,1.6,Urban,17.1,76009,3,0
Male,Asian,28,High School,0.4,42.6,73.5,1.1,Suburban,54.9,73659,4,0
Female,Asian,44,PhD,0.6,99.2,26.8,1.3,Urban,63.9,77266,4,0
Female,Hispanic,54,High School,0.5,75.0,58.9,2.8,Rural,83.8,76104,4,0
Male,White,40,Bachelors,7.8,75.2,48.1,3.3,Urban,99.7,97990,1,1
Female,Black,51,High School,1.3,43.3,40.4,2.9,Suburban,37.3,61251,1,0
Female,Asian,22,High School,13.3,85.8,21.3,3.2,Urban,13.9,100692,3,0
Male,White,35,Bachelors,7.9,70.3,34.0,1.5,Suburban,100.0,96538,1,1
Female,Hispanic,22,Masters,0.3,69.0,65.1,2.9,Urban,78.9,64299,4,0
Female,Asian,44,Bachelors,3.4,93.0,52.7,3.9,Suburban,57.9,84289,4,1
Male,White,44,PhD,6.4,86.9,44.7,1.0,Rural,79.3,102545,1,1
Male,Black,33,High School,0.7,64.3,17.8,2.0,Rural,53.3,85543,1,0
Male,White,54,Bachelors,12.6,59.0,56.0,1.8,Urban,72.0,105310,1,1
Male,White,47,High School,1.1,52.9,62.0,1.7,Urban,40.7,78842,1,0
Female,White,49,PhD,10.4,56.7,85.9,1.9,Suburban,100.0,91497,1,1
Female,White,51,High School,15.2,85.5,43.1,2.8,Urban,79.3,110366,1,1
Female,Hispanic,50,Masters,7.5,74.6,98.4,3.0,Urban,45.4,100584,3,0
Female,Asian,52,Bachelors,0.8,31.0,54.2,1.0,Urban,77.4,57479,4,0
Female,White,22,Bachelors,0.3,45.6,51.8,3.6,Urban,22.7,64854,2,0
Male,White,36,Bachelors,6.1,63.6,73.8,1.1,Urban,100.0,86506,1,1
Male,Hispanic,43,Masters,10.4,62.7,15.4,2.4,Suburban,52.9,88534,4,0
Female,White,65,Masters,1.9,61.0,30.2,5.0,Urban,40.2,78370,1,0
Male,White,52,Masters,4.0,84.0,65.9,1.1,Urban,68.3,90163,1,1
Male,Asian,54,Bachelors,2.9,77.0,5.6,1.6,Urban,14.6,83875,4,0
Female,White,24,High School,4.4,52.0,62.3,1.4,Urban,50.8,75671,1,0
Male,White,55,Masters,2.7,53.7,85.1,2.0,Suburban,78.3,74995,2,1
Female,White,31,Bachelors,3.1,43.4,13.2,2.7,Urban,84.3,73392,1,0
Male,Hispanic,40,Bachelors,3.5,69.8,30.4,1.0,Urban,82.4,82790,3,0
Male,Asian,55,High School,3.0,38.9,26.3,1.5,Suburban,55.2,61561,4,0
Male,Asian,23,High School,6.2,85.5,64.8,2.3,Rural,93.1,90680,3,1
Male,White,30,High School,16.9,41.6,61.4,3.9,Urban,29.4,103016,1,1
Female,Hispanic,52,Bachelors,5.8,57.6,12.4,1.7,Rural,88.3,87198,4,0
Female,Hispanic,47,High School,3.1,72.0,10.3,1.4,Urban,4.1,68483,3,0
Male,White,22,High School,9.2,72.0,32.6,2.4,Urban,47.2,98131,1,1
Male,White,49,PhD,2.9,78.5,68.2,2.4,Urban,71.5,91951,1,1
Male,White,23,High School,9.0,92.0,14.9,2.4,Suburban,64.3,95855,1,1
Female,White,28,High School,25.0,80.7,65.9,2.1,Urban,22.5,121381,1,1
Female,White,35,PhD,3.5,89.9,17.7,2.3,Urban,82.0,91044,1,0
Female,White,51,High School,1.4,65.3,52.0,4.5,Suburban,60.5,73256,1,0
Male,White,40,Masters,3.1,97.4,71.9,4.7,Urban,10.2,95199,3,1
Female,Asian,22,Bachelors,1.0,59.5,13.4,4.6,Urban,50.2,69466,3,0
Male,Black,27,Bachelors,15.6,61.1,10.8,2.6,Suburban,68.1,97431,3,1
Male,Hispanic,43,Masters,14.7,61.8,66.8,1.0,Urban,44.1,107937,3,1
Male,Black,61,PhD,2.6,100.0,32.0,1.8,Rural,69.0,93077,1,0
Female,White,52,Masters,12.0,58.2,64.7,1.2,Urban,64.2,97492,1,1
Male,Hispanic,65,High School,2.4,62.6,13.1,3.8,Rural,48.3,80298,3,0
Male,Asian,22,Masters,5.6,83.9,7.0,1.9,Urban,62.3,86628,3,0
Male,Black,45,Bachelors,3.3,49.4,2.6,1.0,Urban,73.6,78560,3,0
Female,White,29,Masters,3.7,78.4,64.7,1.1,Suburban,69.5,87421,3,0
Male,Hispanic,22,Masters,4.9,85.2,39.8,1.0,Urban,67.0,95977,3,0
Female,White,53,Masters,3.9,29.7,58.6,1.9,Urban,67.9,69971,1,0
Female,Asian,42,Bachelors,0.6,70.1,39.7,2.5,Urban,55.4,70603,3,0
Female,White,37,Bachelors,1.7,100.0,56.7,3.0,Urban,49.4,82707,1,0
Female,Black,22,High School,9.5,9.5,83.0,1.9,Rural,41.9,78101,1,0
Female,White,48,Bachelors,2.3,79.9,96.0,2.3,Urban,39.0,88550,2,0
Female,Asian,41,Masters,1.4,74.0,39.3,1.7,Suburban,70.8,85733,3,0
Male,Black,45,Bachelors,8.6,72.8,14.0,2.9,Suburban,19.6,90973,1,0
Female,White,22,Bachelors,10.1,22.8,60.5,2.1,Suburban,26.0,76990,1,0
Female,Black,42,High School,6.2,34.2,15.6,4.9,Urban,55.5,80646,4,0
Male,White,41,PhD,0.3,92.1,53.2,1.6,Urban,96.8,88836,1,1
Male,Black,34,High School,6.1,100.0,73.8,2.0,Rural,70.8,107106,3,1
Female,White,50,Masters,4.9,79.6,74.0,5.0,Rural,58.8,71423,1,1
Male,Hispanic,37,High School,4.4,98.4,38.2,1.8,Urban,62.0,93254,3,0
Female,White,41,PhD,6.1,62.1,82.8,2.0,Urban,41.7,74252,1,0
Male,Hispanic,65,Bachelors,15.9,34.9,35.4,1.0,Urban,92.3,97760,4,1
Female,White,40,Bachelors,3.7,100.0,22.9,2.2,Urban,43.8,97438,1,0
Male,White,31,High School,20.5,75.5,4.0,2.0,Urban,99.4,123676,1,1
Male,White,29,Masters,20.3,57.5,78.2,2.2,Suburban,28.1,114161,1,1
Male,White,30,Bachelors,2.0,97.0,44.2,2.2,Suburban,62.0,89675,1,0
Male,Hispanic,57,Bachelors,5.0,87.2,37.6,4.5,Suburban,100.0,91140,4,1
Female,White,22,High School,1.4,92.2,42.9,3.4,Suburban,60.2,89588,1,0
Male,Asian,65,Bachelors,6.2,62.7,26.3,2.3,Urban,47.7,82470,4,0
Male,Hispanic,40,Bachelors,6.9,75.2,60.2,3.8,Urban,33.2,88404,4,0
Female,White,35,Masters,7.6,81.0,81.6,1.0,Urban,89.3,81333,4,1
Female,Black,33,Bachelors,7.4,78.3,65.7,1.0,Suburban,73.6,87119,1,0
Female,White,46,Bachelors,1.1,78.9,16.5,4.4,Suburban,15.7,81734,1,0
Male,White,50,Bachelors,0.6,54.5,59.9,1.3,Suburban,56.3,78458,3,0
Male,White,44,Bachelors,10.3,89.8,88.0,3.7,Suburban,44.3,102977,1,1
Male,Black,46,High School,1.2,38.8,68.4,2.7,Urban,66.5,75573,1,0
Male,White,25,High School,3.4,85.3,76.5,2.8,Urban,78.1,94655,2,1
Male,Asian,22,High School,7.8,90.7,0.0,3.7,Urban,86.5,102465,4,1
Male,Asian,24,Masters,5.1,93.5,83.8,3.1,Rural,19.1,96023,3,1
Male,White,32,Masters,23.6,52.9,35.2,3.9,Suburban,46.5,122431,1,1
Male,Black,23,Bachelors,5.0,65.3,51.6,1.0,Urban,89.0,92089,1,0
Male,White,38,Masters,0.0,71.3,47.3,1.5,Suburban,96.4,76243,1,1
Male,Asian,31,Bachelors,7.6,64.0,21.3,1.7,Urban,51.3,90901,3,0
Female,White,50,High School,24.0,59.6,23.8,2.7,Urban,41.3,113888,2,1
Male,White,49,Bachelors,0.1,83.1,46.1,1.2,Suburban,100.0,83652,4,1
Female,Hispanic,22,Bachelors,0.1,63.6,50.4,2.0,Urban,61.9,67447,3,0
Male,White,36,Bachelors,10.0,100.0,79.6,2.0,Rural,60.7,103255,3,1
Female,Black,34,High School,1.2,43.9,10.5,1.8,Urban,25.2,68304,2,0
Male,White,65,High School,0.4,57.0,2.7,4.4,Urban,48.3,77009,1,0
