Gender,Race,Age,Education_Level,Experience_Years,Technical_Skills,Communication_Score,University_Prestige,Location,Interview_Score,Salary_Expectation,Name_Complexity,Hiring_Decision
Female,Black,30,Bachelors,6.3,28.9,39.8,3.1,Suburban,46.5,70482,1,0
Male,Asian,29,High School,1.4,32.7,26.2,2.3,Rural,21.5,80322,3,0
Male,White,27,Bachelors,0.9,91.9,61.1,1.0,Suburban,82.0,86150,1,1
Female,White,25,High School,4.4,63.8,78.5,1.0,Suburban,62.0,76797,1,0
Female,Black,40,Bachelors,7.0,46.2,53.7,1.0,Suburban,2.7,74693,2,0
Female,White,22,Masters,0.8,81.8,33.3,1.3,Urban,71.4,81903,2,0
Female,White,26,Bachelors,5.5,39.5,28.0,1.6,Suburban,21.6,68447,1,0
Female,White,26,High School,0.0,55.4,83.3,3.4,Urban,50.5,63411,1,0
Male,White,47,Bachelors,15.4,78.8,100.0,4.1,Suburban,69.1,108448,1,1
Female,Hispanic,42,Bachelors,3.8,64.2,32.2,1.9,Urban,33.7,78960,3,0
Male,Asian,39,Bachelors,6.2,93.0,74.7,1.2,Rural,52.2,93379,4,1
Female,Black,23,High School,5.7,41.0,30.4,4.9,Suburban,45.5,76782,1,0
Male,White,36,High School,6.8,95.4,15.0,1.9,Urban,60.3,101133,1,1
Male,Hispanic,51,Masters,0.9,73.2,47.6,1.0,Urban,81.7,72433,3,0
Female,Hispanic,32,High School,0.1,44.2,52.9,1.0,Suburban,67.2,60416,4,0
Male,Black,47,Masters,3.5,75.1,83.0,1.3,Suburban,36.4,85596,1,0
Male,Hispanic,39,Masters,5.1,75.5,10.7,1.9,Urban,21.3,87065,4,0
Female,White,39,High School,6.7,63.6,42.0,5.0,Urban,26.2,80374,2,1
Male,White,30,Masters,1.6,59.7,52.2,1.6,Suburban,27.4,79238,1,0
Male,Black,22,High School,7.2,67.7,24.9,4.4,Urban,41.3,86243,1,0
Female,Asian,24,High School,6.6,48.5,38.5,4.5,Urban,47.1,76661,3,0
Male,White,58,Masters,6.9,64.0,19.4,1.2,Rural,35.8,82872,1,0
Female,Asian,24,High School,0.2,62.8,42.3,1.1,Urban,100.0,72805,3,0
Male,White,41,Bachelors,3.7,73.3,64.1,2.0,Urban,73.5,95009,2,1
Male,Black,27,High School,0.2,93.6,74.2,1.5,Suburban,91.3,81129,2,0
Male,White,31,PhD,17.8,87.6,14.8,1.5,Suburban,83.1,117149,2,1
Female,White,46,PhD,1.5,67.5,50.2,1.2,Suburban,62.2,78107,1,0
Female,Black,34,PhD,2.2,82.4,10.0,3.5,Urban,9.1,77215,2,0
Female,White,22,Bachelors,4.6,65.9,39.9,3.4,Urban,47.0,81658,3,0
Female,White,36,High School,8.0,67.4,45.5,4.9,Suburban,8.5,86214,1,0
Male,Black,64,Masters,7.3,100.0,16.3,2.6,Urban,31.7,92427,2,0
Female,White,31,Masters,0.6,53.3,86.0,3.8,Suburban,61.0,69104,2,0
Female,White,41,Bachelors,17.4,80.0,73.0,1.0,Rural,48.9,109923,2,1
Female,Asian,38,PhD,3.9,82.7,0.0,1.1,Rural,83.9,90469,3,0
Female,White,30,Bachelors,13.6,75.1,68.7,4.2,Urban,63.3,104779,2,1
Female,Black,31,Bachelors,5.3,63.7,75.2,2.0,Rural,62.9,74068,1,0
Male,Hispanic,43,Bachelors,7.6,95.1,6.1,2.7,Suburban,53.2,106054,4,1
Male,White,29,Masters,14.1,85.5,23.8,3.5,Urban,31.2,108364,2,1
Male,White,32,Bachelors,5.1,69.6,84.7,3.1,Suburban,42.7,96189,1,1
Female,White,30,PhD,2.2,56.8,86.8,2.8,Rural,36.7,69905,2,0
Male,Asian,31,High School,0.0,78.5,37.7,2.2,Urban,74.6,76597,3,0
Male,Black,33,Masters,5.1,56.6,14.5,1.9,Urban,13.7,75111,1,0
Male,Asian,64,Bachelors,5.8,63.2,47.8,2.8,Urban,53.7,87181,3,0
Male,White,36,Bachelors,1.6,37.5,55.7,3.6,Rural,47.2,71791,1,0
Female,Asian,24,PhD,4.4,100.0,9.6,4.9,Urban,65.9,87222,3,0
Female,White,45,Bachelors,3.2,87.7,50.5,1.0,Rural,65.8,79585,2,0
Female,Black,34,Bachelors,6.0,66.2,7.8,4.9,Suburban,67.6,82322,2,0
Female,White,25,Masters,8.8,75.6,20.1,2.4,Rural,42.7,101902,2,0
Male,White,34,Masters,9.5,48.7,65.0,2.3,Suburban,59.5,84254,1,1
Female,White,34,Masters,17.2,90.9,77.8,1.2,Rural,73.7,113515,1,1
Male,Black,40,PhD,2.1,70.0,46.5,3.8,Suburban,60.3,79886,2,0
Female,Black,34,Bachelors,6.4,43.0,87.5,1.4,Urban,60.9,71293,3,0
Female,Asian,31,High School,1.8,65.5,13.7,1.0,Urban,22.6,72980,3,0
Male,Black,47,PhD,3.1,82.1,52.6,2.6,Rural,28.9,85432,2,0
Female,Hispanic,40,Bachelors,5.6,42.1,75.8,1.1,Urban,50.0,74620,4,0
Male,White,34,Bachelors,4.9,39.4,69.8,3.9,Urban,100.0,79972,3,1
Male,Black,39,Bachelors,5.8,100.0,91.4,1.3,Urban,56.1,100788,1,1
Female,White,40,Masters,0.3,69.0,33.6,3.0,Suburban,36.7,68795,3,0
Male,White,27,High School,10.1,81.4,81.6,4.7,Urban,94.8,113236,1,1
Female,Hispanic,39,Bachelors,1.5,55.2,2.9,2.1,Urban,50.3,62058,3,0
Female,White,30,High School,8.6,62.8,63.2,1.2,Suburban,19.5,86823,2,0
Female,Black,47,Bachelors,2.7,83.1,100.0,1.0,Urban,45.8,85372,4,0
Female,Black,31,Masters,0.2,57.5,81.2,1.4,Urban,34.7,62454,1,0
Male,Black,30,Bachelors,4.7,72.9,74.4,1.2,Suburban,72.0,86571,2,0
Male,White,39,Bachelors,11.0,78.4,67.8,2.5,Urban,36.8,99908,1,1
Male,White,25,High School,4.4,80.9,70.6,2.2,Urban,98.3,92902,1,1
Male,White,42,High School,16.2,65.7,59.7,3.0,Suburban,96.1,109847,2,1
Female,White,39,Bachelors,1.5,18.3,81.6,2.1,Urban,53.7,65470,2,0
Male,Asian,27,Masters,3.0,83.6,74.3,2.3,Urban,87.4,84999,3,1
Male,Black,36,PhD,6.9,76.6,37.2,1.6,Suburban,50.1,87936,4,0
Female,Hispanic,38,High School,8.4,53.8,54.5,4.3,Suburban,14.6,77581,4,0
Male,Black,37,Masters,0.3,96.3,92.4,2.8,Suburban,53.3,88797,1,0
Female,Asian,28,Masters,1.7,68.6,46.4,2.2,Urban,40.5,66933,3,0
Female,Hispanic,37,High School,3.2,46.7,0.0,1.2,Rural,15.3,74826,4,0
Male,White,38,Masters,0.3,90.1,32.3,1.0,Rural,71.9,90170,1,0
Male,Hispanic,26,High School,11.3,39.7,11.8,1.0,Urban,32.5,92054,3,0
Male,Black,39,Bachelors,16.7,21.2,44.3,1.0,Suburban,100.0,92589,1,1
Male,White,49,Masters,10.5,75.1,22.9,2.8,Urban,40.1,97814,4,1
Female,Hispanic,28,High School,1.4,71.4,34.0,1.0,Rural,16.5,75344,3,0
Female,White,26,Masters,6.2,64.9,93.1,1.6,Urban,100.0,84493,1,1
Male,Hispanic,34,PhD,5.0,40.5,59.8,4.1,Suburban,41.0,77490,3,0
Male,Asian,22,Masters,0.3,67.1,10.6,2.2,Rural,51.9,73960,3,0
Female,Hispanic,38,High School,5.2,73.4,61.9,5.0,Suburban,33.2,85750,3,0
Female,White,47,High School,11.4,86.4,79.5,3.3,Urban,85.5,101067,1,1
Female,Black,25,Masters,1.7,23.7,60.9,1.0,Rural,70.1,58285,1,0
Female,White,29,High School,8.2,77.3,16.7,2.0,Suburban,82.9,98464,2,0
Female,White,41,High School,2.1,39.4,29.8,2.6,Rural,67.3,65325,1,0
Male,Black,38,Masters,24.3,74.4,96.9,1.0,Urban,48.0,117069,1,1
Male,Asian,37,Bachelors,2.5,75.7,58.7,1.0,Rural,63.4,79206,3,0
Male,Hispanic,24,Masters,2.7,99.2,66.6,1.0,Urban,50.7,85306,3,0
Male,White,35,PhD,2.4,82.0,100.0,1.5,Urban,32.6,86445,1,1
Male,Asian,22,Masters,16.4,66.3,41.0,3.4,Suburban,79.7,105855,3,1
Female,Hispanic,32,High School,0.9,17.5,93.7,3.0,Suburban,50.1,60960,4,0
Male,Hispanic,22,Masters,10.9,87.9,33.1,2.2,Suburban,54.4,104528,3,0
Male,Black,29,Masters,0.8,66.6,74.4,1.6,Urban,100.0,75911,1,0
Female,White,28,Bachelors,4.3,68.1,48.7,1.4,Urban,36.1,91444,1,0
Female,Hispanic,28,High School,0.1,49.1,13.9,1.0,Suburban,83.0,62797,3,0
Male,Asian,32,Bachelors,0.0,51.3,60.7,1.5,Urban,29.5,69717,3,0
Female,Hispanic,47,Masters,2.4,95.5,0.0,1.3,Suburban,45.2,85128,3,0
Female,White,45,Masters,7.2,92.3,26.0,3.3,Suburban,85.6,93324,1,1
Male,White,30,Masters,14.5,82.7,37.5,2.8,Urban,49.9,116572,1,1
Male,Asian,43,Masters,5.2,82.8,65.0,2.5,Urban,73.7,98092,3,1
Male,Black,22,Bachelors,5.4,59.5,69.7,1.6,Urban,50.9,85104,3,0
Male,Black,44,Bachelors,1.2,76.1,45.8,2.2,Rural,48.4,76613,3,0
Female,White,29,Bachelors,0.3,36.6,71.9,4.5,Rural,61.2,64447,1,0
Female,Black,22,Bachelors,2.6,86.0,50.2,1.4,Suburban,24.4,90674,1,0
Male,White,27,Masters,2.5,66.2,24.6,1.8,Suburban,25.2,81526,2,0
Male,White,38,Bachelors,9.3,81.9,44.4,4.6,Urban,96.1,96252,1,1
Female,Asian,32,High School,0.8,53.6,87.7,1.4,Urban,55.8,70296,3,0
Female,Black,27,Bachelors,5.0,45.9,52.0,3.0,Urban,53.7,80877,1,0
Female,White,22,High School,4.6,36.0,60.9,2.7,Suburban,62.7,76144,1,0
Male,Hispanic,26,High School,0.4,62.2,41.8,2.0,Urban,33.9,81185,3,0
Female,Black,32,Bachelors,6.4,89.0,18.4,1.6,Suburban,44.6,84957,1,0
Female,Black,29,PhD,0.1,100.0,63.2,2.6,Rural,77.8,78037,1,0
Male,Hispanic,48,Masters,3.6,76.6,56.4,5.0,Urban,72.5,91228,4,0
Female,Asian,33,Masters,1.3,100.0,31.2,3.8,Suburban,71.1,78373,4,1
Female,White,36,Bachelors,4.2,86.3,17.6,4.1,Urban,37.3,90341,3,0
Female,Hispanic,22,Bachelors,0.5,48.2,32.1,3.7,Rural,24.8,69819,3,0
Female,White,22,Bachelors,2.3,79.4,42.2,1.9,Urban,87.4,80332,3,0
Male,White,22,High School,5.4,69.7,48.9,3.6,Urban,46.0,96445,2,0
Female,Asian,28,High School,3.2,51.5,63.5,2.5,Urban,49.7,73457,4,0
Male,Asian,30,Bachelors,4.9,28.0,39.0,1.8,Urban,41.1,69188,4,0
Female,Asian,40,Masters,2.7,56.9,51.3,3.5,Suburban,26.7,77662,3,0
Female,Hispanic,44,Bachelors,1.8,88.4,24.4,1.0,Urban,60.4,86988,4,0
Female,Hispanic,54,Masters,2.7,47.0,61.7,4.8,Urban,40.2,62164,4,0
Male,Asian,45,Masters,3.0,85.0,62.0,1.9,Rural,60.7,88275,3,0
Male,White,43,Bachelors,2.0,51.9,71.1,3.4,Urban,70.0,86076,2,1
Female,White,41,Bachelors,4.7,53.5,32.9,3.2,Urban,48.5,81676,1,0
Male,Asian,50,Masters,2.2,58.8,35.6,1.6,Rural,79.5,74418,4,0
Female,Hispanic,29,Bachelors,1.7,92.5,37.3,1.0,Urban,54.0,83107,3,0
Male,White,44,Masters,25.0,100.0,85.9,1.7,Rural,99.3,138727,1,1
Male,Asian,29,Masters,1.6,74.8,64.4,3.2,Urban,71.3,72349,3,1
Female,Black,32,Bachelors,19.1,83.0,94.6,1.0,Urban,13.0,104547,1,1
Male,Black,40,High School,0.6,72.0,52.4,3.8,Suburban,52.5,82226,2,0
Female,Hispanic,22,High School,1.6,18.0,0.0,2.3,Urban,37.2,61588,3,0
Female,White,51,High School,1.9,13.1,62.9,4.7,Rural,64.0,54454,1,0
Male,White,30,Masters,0.8,99.0,30.4,3.7,Suburban,61.3,91406,1,1
Female,Asian,24,Bachelors,1.6,36.5,0.3,1.8,Urban,58.2,61405,3,0
Male,White,34,Masters,1.4,62.1,47.8,3.2,Urban,71.8,74752,2,1
Female,Hispanic,29,Bachelors,4.8,65.0,34.8,3.2,Urban,53.3,74075,3,0
Female,Asian,45,Masters,11.1,44.8,66.9,3.4,Urban,45.0,80846,3,0
Male,White,24,Bachelors,25.0,83.9,93.3,3.0,Urban,77.1,141679,1,1
Female,White,25,High School,0.9,97.1,41.5,2.7,Suburban,43.9,89456,1,0
Female,White,22,High School,2.3,40.9,34.9,2.3,Urban,44.6,71792,2,0
Female,White,39,Bachelors,9.5,93.8,49.7,1.0,Suburban,60.5,97317,4,0
Female,Asian,23,PhD,5.0,66.0,12.2,2.1,Suburban,29.2,80039,3,0
Female,Asian,55,High School,8.6,37.9,69.0,1.4,Urban,89.2,74398,4,1
Female,Asian,40,Bachelors,0.6,49.5,51.4,1.3,Suburban,55.2,69201,3,0
Male,White,39,PhD,9.8,61.0,32.9,4.9,Urban,100.0,103400,1,1
Female,Hispanic,27,High School,1.5,39.4,0.0,1.1,Suburban,39.1,63560,3,0
Male,Asian,34,High School,2.9,52.2,47.5,3.1,Urban,62.9,73026,4,0
Female,White,34,Bachelors,5.5,13.9,21.3,5.0,Rural,100.0,62257,1,0
Female,Asian,40,Bachelors,2.5,63.8,13.3,2.3,Urban,51.9,80596,3,0
Male,White,34,Bachelors,1.9,59.3,4.7,2.8,Urban,94.9,75805,2,0
Female,Hispanic,39,Bachelors,2.0,53.2,50.8,2.4,Suburban,20.1,70949,4,0
Male,White,39,Masters,10.7,100.0,12.4,1.5,Rural,80.9,104580,1,1
Male,Hispanic,22,High School,0.1,21.8,72.9,4.9,Rural,60.5,58738,3,0
Male,Asian,31,PhD,0.9,100.0,40.5,3.4,Suburban,49.0,87584,3,0
Male,White,22,High School,5.8,86.9,58.4,2.1,Urban,51.8,95357,1,1
Male,White,38,PhD,12.7,78.0,54.2,1.6,Suburban,68.5,116985,1,1
Female,Hispanic,41,Masters,0.8,82.8,56.0,1.6,Urban,72.2,83435,3,0
Female,Hispanic,39,Bachelors,12.8,49.5,5.9,3.0,Urban,69.9,84603,3,0
Male,White,43,Bachelors,4.5,90.6,24.3,3.3,Urban,30.0,92881,2,1
Female,White,29,Bachelors,1.7,47.8,23.4,3.7,Urban,57.6,67837,1,0
Male,Asian,36,High School,1.5,85.4,38.0,4.6,Suburban,74.9,81869,3,0
Female,White,27,Bachelors,14.7,95.1,40.9,2.4,Rural,61.5,120230,2,1
Female,Black,36,Bachelors,0.4,28.1,25.0,1.0,Suburban,81.2,48591,3,0
Female,White,38,Bachelors,1.0,80.9,53.0,3.3,Rural,44.5,74869,1,0
Female,White,31,Masters,24.5,100.0,67.7,1.2,Urban,64.4,134632,3,1
Male,White,22,Bachelors,4.8,77.1,58.0,2.4,Urban,24.6,88617,1,1
Female,Hispanic,28,Masters,12.9,70.1,0.0,1.0,Rural,50.8,106207,3,0
Male,Asian,36,Masters,1.6,98.1,93.4,1.1,Suburban,78.2,93520,3,1
Female,Black,26,Masters,1.1,72.2,85.6,2.2,Rural,17.3,75034,3,0
Male,White,44,PhD,8.3,100.0,34.2,1.4,Urban,61.7,106646,1,1
Female,White,34,Masters,12.2,100.0,48.1,2.4,Urban,38.8,109777,1,1
Female,Asian,47,High School,3.6,53.0,23.0,1.3,Suburban,52.0,67014,3,0
Female,White,25,High School,2.6,74.2,11.3,3.5,Suburban,0.0,79270,2,0
Female,Hispanic,26,PhD,0.0,60.1,19.9,1.0,Urban,25.0,58743,4,0
Female,Black,26,Bachelors,11.4,47.4,45.4,1.5,Rural,75.3,83861,2,0
Female,Black,30,Bachelors,10.0,48.5,99.5,1.3,Urban,0.0,82011,1,0
Male,White,40,Masters,6.1,79.0,32.2,3.4,Rural,79.1,80298,1,1
Female,White,35,High School,7.7,61.8,51.7,3.3,Urban,60.2,90267,2,0
Female,White,50,High School,5.0,93.8,38.2,3.2,Urban,36.0,92568,2,0
Female,White,35,Masters,21.7,100.0,31.9,2.1,Suburban,100.0,123690,3,1
Male,Hispanic,38,PhD,7.2,91.5,53.9,5.0,Suburban,48.2,99999,4,1
Male,Asian,53,Bachelors,2.8,96.5,50.9,1.7,Urban,51.3,83442,3,0
Male,Hispanic,22,Masters,1.1,71.0,13.8,4.0,Rural,11.1,74353,3,0
Female,White,46,Masters,1.7,43.8,21.8,1.6,Urban,49.6,66013,1,0
Female,Hispanic,34,High School,5.3,61.4,28.0,1.9,Urban,66.3,83878,4,0
Male,Black,34,High School,3.6,53.8,50.9,3.8,Rural,69.0,70080,2,0
Female,Hispanic,30,Masters,0.9,60.3,41.9,5.0,Urban,18.3,68805,3,0
Female,Black,37,High School,0.8,76.0,100.0,1.0,Suburban,44.5,77685,1,0
Male,Asian,39,Bachelors,11.8,78.1,95.4,1.9,Suburban,83.4,98741,3,1
Female,Black,38,Masters,0.1,63.8,82.2,2.4,Rural,58.7,70009,2,0
Male,White,33,Bachelors,0.7,67.0,38.8,1.3,Urban,65.6,73450,2,0
Male,White,32,Masters,0.7,89.9,36.6,1.0,Rural,90.1,89292,2,1
Male,Hispanic,30,Bachelors,9.6,51.7,67.0,5.0,Rural,59.2,94878,3,1
Male,White,25,High School,9.3,33.7,53.9,3.9,Urban,46.0,86561,1,1
Male,Hispanic,40,Bachelors,1.7,97.2,23.9,1.0,Suburban,43.2,86257,3,0
Female,White,35,Bachelors,16.4,100.0,56.0,2.5,Suburban,51.3,117917,1,1
Male,Hispanic,25,High School,5.2,79.0,10.7,1.2,Suburban,59.8,86746,4,0
Male,Asian,35,PhD,5.2,71.6,28.4,1.1,Rural,83.2,92248,3,0
Female,Black,45,Bachelors,0.7,64.1,58.9,2.3,Urban,52.2,72000,2,0
Male,White,52,Bachelors,9.7,74.4,78.7,3.1,Rural,32.6,93196,4,1
Male,White,46,Masters,1.7,97.2,53.4,4.0,Suburban,78.2,93208,1,1
Female,Black,43,Bachelors,1.6,61.7,55.3,4.8,Urban,12.4,66210,1,0
Male,White,22,Masters,7.7,100.0,12.8,2.2,Urban,74.3,100196,2,1
Female,Black,22,PhD,0.5,81.9,91.9,1.0,Rural,56.1,76931,4,0
Male,Black,37,Bachelors,7.6,99.2,26.1,1.7,Suburban,61.4,97934,1,0
Female,Hispanic,30,High School,6.7,82.5,78.7,1.4,Urban,79.1,85462,3,0
Female,Hispanic,31,High School,5.0,35.1,28.2,1.0,Urban,65.8,61562,3,0
Female,Asian,49,Bachelors,0.5,36.3,46.9,3.1,Suburban,39.8,63487,4,0
Male,White,25,Masters,6.9,100.0,33.1,1.0,Rural,77.2,101212,1,1
Female,Hispanic,22,Masters,0.1,66.8,12.5,1.0,Urban,52.7,57839,3,0
Female,Black,39,Masters,4.4,43.8,42.5,2.0,Urban,51.2,65564,3,0
Female,White,46,Masters,8.9,90.6,56.5,1.0,Suburban,52.6,106330,4,1
Male,White,24,Masters,4.8,96.6,70.5,4.9,Rural,100.0,92210,1,1
Female,White,22,Bachelors,9.4,54.1,73.8,1.2,Suburban,33.7,83026,3,0
Female,Black,40,Masters,0.8,50.9,15.9,4.1,Urban,45.1,69368,1,0
Male,Black,37,High School,14.0,57.9,37.9,3.0,Rural,41.3,101465,3,0
Male,White,22,Bachelors,1.5,76.2,0.0,3.2,Suburban,31.3,87322,1,0
Female,White,28,High School,8.7,93.7,100.0,1.0,Urban,74.3,106469,1,1
Female,Black,42,PhD,3.3,45.0,36.6,3.7,Suburban,30.3,71513,1,0
Male,Black,30,Bachelors,2.8,56.1,16.3,3.2,Urban,84.5,78454,1,0
Female,White,43,Masters,6.7,83.8,86.0,3.8,Rural,92.6,89477,1,1
Female,Asian,28,High School,9.4,27.8,30.1,2.6,Suburban,32.5,78674,4,0
Male,Black,22,High School,11.7,52.4,25.8,1.0,Rural,87.7,94830,1,0
Female,Asian,52,Bachelors,1.7,55.8,1.0,3.6,Rural,17.6,67631,4,0
Male,Hispanic,22,Masters,6.9,100.0,56.2,4.0,Urban,73.7,96883,3,1
Female,White,33,Masters,1.1,97.5,5.5,4.4,Suburban,42.3,84923,1,0
Male,White,40,High School,3.6,47.7,26.7,4.5,Urban,95.7,80496,2,0
Male,Black,41,High School,6.1,18.7,80.8,2.0,Urban,31.4,72611,4,0
Female,Black,38,Bachelors,21.4,81.4,57.5,1.0,Suburban,14.5,127844,1,0
Female,Asian,52,Masters,13.9,61.0,39.8,1.0,Rural,40.2,100472,3,0
Male,White,33,Masters,8.5,71.4,19.4,1.3,Suburban,83.9,95912,1,1
Female,White,43,Bachelors,3.2,35.4,81.2,1.9,Urban,69.3,70085,2,0
Female,Asian,35,Bachelors,1.9,89.4,43.9,4.2,Suburban,74.7,80178,4,0
Female,Asian,23,Masters,4.0,43.5,10.7,1.6,Urban,88.3,76086,3,0
Female,White,44,Bachelors,15.5,73.9,84.8,1.5,Urban,80.7,105171,2,1
Female,White,22,High School,2.0,78.3,61.2,4.6,Urban,18.9,84699,2,0
Male,Asian,39,High School,3.4,63.9,26.5,5.0,Suburban,66.0,66347,3,1
Male,Hispanic,24,Bachelors,2.0,59.9,72.8,1.9,Rural,6.5,74359,4,0
Female,Asian,41,PhD,2.9,59.5,5.8,3.6,Urban,2.2,75618,3,0
Female,Hispanic,36,Masters,1.3,79.0,57.1,1.2,Urban,64.4,73745,4,0
Male,Hispanic,51,Bachelors,3.7,90.1,23.0,1.0,Urban,68.0,86358,3,0
Female,Asian,35,Bachelors,1.6,63.9,48.1,5.0,Urban,64.8,75433,3,0
Male,White,22,High School,12.7,52.6,29.6,3.0,Rural,48.8,103883,1,1
Male,White,37,Bachelors,4.6,45.0,24.1,2.6,Urban,56.1,95280,1,0
Female,Asian,42,Masters,4.2,56.7,76.3,3.0,Urban,66.4,85284,4,0
Female,Hispanic,49,Masters,2.8,34.1,30.0,4.5,Urban,87.7,67523,3,0
Female,Black,22,Bachelors,5.1,44.0,18.1,2.8,Rural,78.2,71876,1,0
Male,White,38,Bachelors,1.9,66.0,47.0,3.7,Urban,68.7,87057,1,1
Female,Asian,22,Masters,4.1,82.3,56.5,1.7,Urban,50.8,83712,3,0
Male,Asian,57,Bachelors,3.7,80.3,75.4,2.7,Urban,90.2,92375,3,1
Male,Hispanic,35,PhD,6.2,73.0,57.5,1.2,Urban,41.1,91859,4,0
Female,Hispanic,24,PhD,2.2,64.8,43.1,1.0,Rural,22.0,76025,3,0
Male,Asian,34,Masters,0.6,84.7,76.3,1.6,Urban,91.0,85163,3,1
Female,White,30,High School,2.7,55.3,22.4,5.0,Urban,44.9,67822,1,0
Male,White,22,Masters,7.1,95.9,23.1,3.7,Suburban,76.9,98583,1,1
Male,White,22,High School,4.5,98.9,52.8,3.2,Urban,32.2,98955,1,1
Male,Hispanic,23,PhD,2.6,45.5,44.9,2.0,Suburban,60.0,67997,3,0
Male,Black,63,Bachelors,8.4,30.1,73.2,1.0,Rural,28.9,79623,1,0
Female,Hispanic,43,Bachelors,0.8,66.5,90.5,1.4,Urban,53.7,66338,3,0
Male,White,52,Masters,1.4,73.1,46.7,2.9,Urban,49.7,82395,2,0
Female,Asian,41,PhD,15.8,65.6,28.3,2.2,Rural,84.7,103731,3,1
Female,Hispanic,44,Masters,5.8,42.2,72.4,2.6,Rural,44.9,75366,4,0
Male,Asian,24,High School,3.0,50.4,9.8,1.6,Urban,43.1,70933,4,0
Male,White,30,Masters,0.9,95.6,91.7,4.9,Suburban,100.0,83147,3,1
Female,Hispanic,30,Bachelors,1.0,70.2,79.1,3.5,Suburban,18.4,72459,4,0
Male,Asian,29,Masters,6.9,98.5,39.4,2.3,Suburban,100.0,97039,3,1
Female,White,22,Masters,0.5,93.9,66.5,2.7,Urban,54.0,78955,1,0
Male,White,42,Masters,1.2,91.0,66.8,1.6,Rural,78.1,98033,2,1
Male,White,22,PhD,6.4,97.4,46.9,2.9,Suburban,84.5,86514,1,1
Male,Hispanic,48,Masters,0.1,88.3,30.5,1.0,Rural,51.4,87066,4,0
Male,Hispanic,25,Masters,2.1,91.9,72.9,3.3,Urban,51.7,84213,3,0
Male,Black,50,Masters,1.5,100.0,59.7,1.0,Suburban,71.7,88947,1,0
Female,Hispanic,25,Bachelors,0.9,65.3,15.2,1.8,Urban,63.8,74773,3,0
Female,Black,22,Bachelors,1.4,50.5,67.0,1.5,Rural,56.9,65064,1,0
Male,Hispanic,39,Bachelors,12.9,75.2,52.5,1.1,Urban,43.4,110527,3,0
Female,Asian,35,Bachelors,25.0,50.0,77.2,4.7,Suburban,39.2,109292,4,1
